nd,nf,la,ld,ndev,nuc,contains_bug
2,3,91,82,12,76,0
1,1,14,19,12,66,1
2,2,84,74,12,65,1
4,23,2476,0,11,5,1
1,1,14,1,11,1,0
1,3,169,158,11,26,1
1,1,28,14,12,37,0
1,2,141,93,12,55,1
1,2,54,0,1,0,1
1,1,1,0,11,8,0
2,2,29,1,11,4,0
9,20,568,660,12,351,1
3,3,0,26,11,26,0
1,2,45,4,12,74,0
3,3,40,6,12,48,0
1,1,7,1,12,10,0
1,1,4,0,12,20,0
2,4,15,13,12,57,0
1,1,15,4,12,41,1
4,4,63,0,12,13,0
1,1,1,1,12,14,0
2,3,17,1,12,67,0
1,1,56,0,1,0,0
5,14,82,35,12,164,1
2,3,68,53,12,29,1
1,1,25,0,12,22,0
2,3,6,0,12,121,0
1,1,2,0,12,2,0
2,2,2,8,11,19,0
1,2,0,6,11,58,0
2,3,35,5,11,19,0
3,4,151,2,12,161,1
4,4,129,17,12,45,1
1,1,1,0,12,1,0
8,8,108,2,12,230,1
1,1,8,1,10,8,0
2,3,3,48,12,133,0
1,1,5,0,11,4,0
2,2,15,12,11,31,1
1,1,1,0,11,4,0
4,7,123,59,12,158,1
5,9,298,159,12,160,1
2,3,21,3,12,98,1
5,7,43,2,12,135,1
4,6,89,5,12,39,1
4,8,156,0,12,141,0
1,2,1,6,12,46,1
3,4,129,115,11,49,1
1,1,3,0,11,17,0
1,2,15,10,11,48,0
1,1,1,0,11,6,0
1,2,2,2,12,86,0
1,1,30,8,11,22,0
1,1,2,0,11,13,0
1,1,5,0,11,2,0
1,1,10,1,11,9,0
1,3,78,12,11,56,0
5,5,92,1,11,101,1
1,2,4,12,10,8,0
2,2,4,3,12,49,0
1,1,1,1,12,18,0
11,21,38,123,12,521,1
3,4,47,0,12,107,0
1,1,0,3,12,63,0
3,5,30,9,12,133,1
9,11,56,57,12,181,0
1,1,14,2,12,29,0
3,5,34,3,12,125,1
2,2,30,8,12,99,0
3,3,3,3,11,15,0
4,6,168,0,12,119,1
2,2,0,4,12,70,0
1,1,4,4,12,20,0
1,1,1,0,12,19,0
1,1,5,5,11,1,0
2,3,4,4,11,74,0
1,1,1,1,10,35,0
3,7,14,14,12,125,0
2,2,5,3,12,104,0
1,1,1,2,12,33,1
1,1,186,186,12,2,1
2,2,18,4,11,18,0
3,4,20,7,11,49,1
5,5,65,65,11,73,1
10,21,55,0,12,258,1
12,26,46,49,12,659,1
3,4,4,4,11,168,0
17,34,105,105,11,747,1
3,3,7,4,11,110,0
1,1,1,1,10,3,0
1,1,2,0,11,34,0
3,3,15,0,11,36,0
5,17,1,0,12,67,0
3,3,72,15,11,39,1
4,4,12,3,12,102,1
4,7,58,56,12,147,1
3,3,8,24,11,66,1
2,3,12,2,12,100,1
1,1,12,0,12,14,0
3,4,17,1,12,97,0
6,7,128,30,11,56,1
1,1,1,5,11,7,0
3,6,14,13,4,12,0
