nd,nf,la,ld,ndev,nuc,contains_bug
1,1,10,0,1,0,0
7,7,58,0,1,0,0
62,62,257,1,1,0,0
61,61,191,58,1,0,0
69,69,0,1801,1,0,0
2,2,11,3,1,0,0
3,3,15,1,1,0,0
2,2,8,0,1,0,0
2,2,6,0,1,0,0
71,71,336,3,1,0,0
20,20,0,40,1,0,0
1,1,0,8,1,0,0
1,1,2,2,1,0,0
1,1,11,11,1,0,0
1,1,12,12,1,0,0
1,1,2,0,1,0,0
2,2,12,3,1,0,0
1,1,8,3,1,0,0
1,1,13,0,1,0,0
1,1,2,0,1,0,0
2,2,5,0,1,0,0
3,3,48,1,1,0,0
2,2,4,0,1,0,0
1,1,2,2,1,0,0
2,2,0,0,1,0,0
1,1,52,0,1,0,0
7,7,61,0,1,0,0
2,2,11,0,1,0,0
1,1,7,0,1,0,0
1,1,4,4,1,0,0
1,1,3,0,1,0,0
1,1,20,0,1,0,0
1,1,6,0,1,0,0
3,3,44,0,1,0,0
1,1,2,0,1,0,0
1,2,4,9,1,0,0
6,8,377,9,1,0,1
1,1,4,4,1,0,0
3,3,16,0,1,0,0
1,1,3,0,1,0,0
1,1,14,0,1,0,0
7,7,45,0,1,0,0
1,1,2,2,1,0,0
1,1,16,0,1,0,0
1,1,1,1,1,0,0
2,2,9,3,1,0,0
1,1,6,0,1,0,0
1,1,3,0,1,0,0
1,1,1,1,1,0,0
2,5,23,17,1,0,0
4,4,27,0,1,0,0
1,1,1,1,1,1,0
1,1,1,1,1,0,0
1,1,2,0,1,0,0
2,2,78,0,1,0,0
1,1,6,0,1,0,0
1,1,1,0,1,0,0
1,1,10,0,1,0,0
76,76,299,0,1,61,0
61,61,0,150,1,0,0
1,1,1,1,1,0,0
4,5,52,17,2,17,0
1,1,1,1,2,5,0
2,2,4,0,1,0,0
1,1,15,0,1,0,0
1,1,11,0,1,0,0
1,1,5,0,1,0,0
6,7,137,59,2,30,1
1,1,2,2,1,0,0
1,1,1,1,1,1,0
1,1,1,0,1,0,0
4,4,56,14,2,20,0
3,5,11,37,2,17,1
1,1,12,4,2,3,0
2,2,33,5,2,11,0
5,5,70,81,1,16,1
1,1,3,0,1,0,0
1,1,111,48,1,6,0
9,15,36,204,2,23,0
1,1,61,27,1,5,0
6,6,314,51,1,11,1
4,4,73,6,2,16,1
7,8,414,140,1,0,1
2,2,18,0,1,0,0
1,1,8,0,1,0,0
1,1,1,0,1,1,0
6,7,100,56,1,0,1
1,1,20,0,1,0,0
8,8,38,0,1,0,0
48,48,177,2,1,21,0
44,44,123,64,1,0,0
1,1,1,1,1,0,0
9,12,331,50,1,9,1
2,2,0,11,1,0,0
1,1,1,1,1,0,0
3,3,8,1,1,0,0
3,7,13,12,1,8,1
6,10,89,29,1,1,1
4,4,368,97,1,1,0
3,3,12,0,1,0,0
1,1,79,84,1,0,0
3,3,9,0,1,0,0
5,5,15,0,1,0,0
68,68,0,219,1,0,0
1,1,1,1,1,0,0
2,2,18,0,1,0,0
1,1,1,1,1,0,0
1,1,31,0,1,0,0
1,1,1,0,1,0,0
2,2,7,0,1,0,0
1,1,1,0,1,0,0
1,1,1,0,1,0,0
1,1,1,0,1,0,0
3,3,3,0,1,0,0
1,1,1,0,1,0,0
3,3,313,57,1,0,0
3,3,97,1,1,0,0
2,2,6,5,1,0,0
1,1,1,0,1,0,0
3,3,33,3,1,0,0
5,5,6,0,1,0,0
1,1,8,0,1,0,0
3,3,16,4,1,0,0
2,2,15,2,1,0,0
4,4,108,1,1,0,0
1,1,18,0,1,0,0
1,1,13,0,1,0,0
2,2,312,36,1,0,0
1,1,0,10,1,1,0
6,6,49,0,1,0,0
2,2,28,1,1,0,0
1,1,5,5,1,0,0
1,1,4,0,1,0,0
1,1,1,1,1,0,0
1,1,4,0,1,0,0
1,1,5,0,1,0,0
2,2,16,0,1,0,0
10,10,24,0,1,0,0
60,60,193,0,1,0,0
1,1,0,1,1,1,0
1,1,4,2,1,0,0
1,1,1,0,1,0,0
6,6,25,0,1,0,0
69,69,64,234,1,0,0
1,1,1,1,1,0,0
1,1,16,0,1,0,0
1,1,4,0,1,0,0
2,2,8,0,1,0,0
1,1,7,0,1,0,0
1,1,0,0,1,0,0
1,1,1,1,1,0,0
1,1,7,0,1,0,0
4,4,26,0,1,0,0
3,3,37,0,1,0,0
3,3,9,0,1,9,0
3,3,9,0,1,0,0
5,62,549,214,1,0,0
5,5,21,1,1,5,0
5,5,21,1,1,0,0
15,15,33,0,1,17,0
15,15,33,0,1,0,0
70,70,105,199,1,3,0
1,1,0,1,1,0,0
1,1,16,2,1,0,0
1,1,5,0,1,0,0
1,1,5,0,1,0,0
1,1,5,0,1,0,0
2,2,23,0,5,27,0
1,1,3,0,5,9,0
2,2,18,8,5,25,0
1,1,5,0,5,12,0
10,10,56,1,5,102,0
1,1,1,0,5,10,0
5,5,15,1,5,48,0
1,5,18,20,3,20,0
1,1,1,1,2,15,0
54,54,2,209,5,397,0
1,1,2,2,5,7,0
1,1,1,1,2,13,0
1,2,2,2,2,13,0
1,1,16,0,1,3,0
2,2,13,2,5,1,0
2,2,2,2,1,0,0
2,2,3,2,2,15,0
1,1,1,1,2,11,0
1,1,1,1,2,10,0
4,4,54,35,1,29,0
1,1,1,0,1,4,0
1,1,9,0,1,4,0
1,1,0,1,4,10,0
1,1,20,0,1,4,0
1,1,13,1,1,0,0
22,22,41,0,1,96,0
60,60,50,56,1,218,0
2,2,22,0,1,9,0
1,1,10,0,5,4,0
57,57,111,121,5,345,0
11,18,153,156,4,42,1
1,1,0,3,1,8,0
1,1,1,2,1,7,0
1,1,4,5,1,1,0
2,2,37,0,1,5,0
1,1,1,1,1,12,0
58,58,115,115,5,292,0
2,2,42,11,1,9,0
2,2,31,0,1,9,0
1,1,9,0,1,6,0
1,1,9,0,1,5,0
1,1,10,0,1,4,0
1,1,0,1,1,6,0
3,3,20,2,1,24,0
1,1,26,7,1,0,0
2,2,11,3,5,9,0
1,1,9,11,1,5,0
1,1,4,2,2,3,1
9,9,82,0,1,56,0
1,1,2,1,1,4,0
1,1,5,2,1,3,0
1,1,8,9,1,2,0
1,1,1,0,2,4,1
2,2,21,11,2,2,1
1,1,33,0,1,1,1
1,1,0,1,2,2,0
1,2,16,2,1,0,0
1,1,9,1,2,4,0
1,2,2,23,2,8,0
2,3,32,3,2,7,1
2,2,2,15,1,4,0
2,2,15,2,1,2,0
1,1,2,4,1,1,0
1,1,16,0,1,0,0
2,2,3,1,3,5,0
1,1,1,1,2,3,0
1,1,1,0,1,0,0
55,55,10,252,1,142,0
1,1,0,10,1,1,0
1,1,1,1,2,9,0
1,1,11,0,1,0,0
3,3,22,0,1,6,0
3,3,21,3,1,7,0
2,2,8,1,1,10,0
1,1,1,0,1,4,0
3,3,28,2,1,5,0
4,4,9,0,1,16,0
1,1,1,1,1,1,0
1,1,1,1,1,0,0
2,2,2,1,1,9,0
1,1,1,1,2,7,0
5,5,27,2,1,20,0
6,6,6,0,1,24,0
4,24,0,0,1,0,0
6,29,0,0,1,0,0
18,18,7,15,1,50,0
1,1,2,2,1,0,0
1,1,2,2,1,1,0
1,1,1,1,1,5,0
1,1,1,1,1,0,0
1,1,1,1,1,0,0
2,2,2,1,1,7,0
1,1,11,1,1,1,0
2,2,13,0,1,5,0
2,2,31,23,2,2,0
3,3,4,4,1,4,0
3,3,25,5,2,8,1
10,10,18,0,1,20,0
4,4,32,0,1,5,0
1,1,1,1,1,3,0
12,12,108,0,1,16,0
1,1,1,1,1,2,0
1,1,1,1,1,1,0
109,109,436,34,1,8,0
1,1,0,1,1,4,0
1,1,0,2,1,3,0
1,1,1,1,1,0,0
1,1,2,1,1,2,0
1,1,1,0,1,0,0
1,2,163,84,1,0,0
3,3,23,4,1,1,0
3,3,5,0,1,0,0
1,1,14,1,1,0,0
1,1,1,0,1,0,0
1,1,1,1,20,203,0
2,4,37,9,20,380,0
2,2,3,0,19,202,0
7,7,8,1,19,675,0
1,2,6,0,2,6,0
1,1,1,1,1,1,0
1,1,15,0,1,0,0
1,1,11,0,19,110,0
1,1,1,1,1,4,0
3,7,59,12,1,26,0
1,1,103,19,19,38,0
2,2,8,0,1,0,0
2,2,0,0,1,2,0
5,6,1,22,1,8,0
2,2,0,0,1,0,0
1,1,0,0,1,0,0
3,4,22,0,1,0,0
1,1,1,0,1,1,0
1,1,50,0,1,0,0
2,2,79,12,19,119,0
2,3,54,58,20,505,1
1,1,16,15,1,7,0
1,1,1,1,20,201,0
1,1,7,1,20,79,1
1,1,24,9,20,19,0
2,2,12,1,19,59,0
1,1,1,1,20,325,0
2,2,3,1,20,218,0
1,1,1,0,20,259,0
4,5,35,8,20,336,1
3,3,13,0,19,66,0
1,1,2,0,20,97,0
1,1,5,1,20,56,0
1,1,4,0,20,322,1
1,1,2,2,19,89,0
1,1,1,0,19,54,0
3,6,147,7,1,18,0
3,4,9,28,20,501,1
4,5,151,139,20,362,0
1,1,2,0,20,91,0
1,1,4,145,20,318,0
1,2,19,6,20,407,1
3,14,195,65,1,32,0
1,2,17,7,20,405,0
2,3,17,55,20,479,0
3,3,5,3,20,163,1
2,6,200,110,19,5,0
4,7,340,256,20,509,1
3,3,13,0,19,202,0
1,1,0,2,20,8,0
1,1,4,2,20,7,0
3,3,13,52,20,8,0
1,1,53,45,20,313,0
1,1,1,15,20,15,0
1,1,0,9,13,5,0
0,0,0,0,0,0,1
1,1,1,1,20,198,0
3,3,113,4,20,5,0
2,2,8,0,1,0,0
1,1,1,1,19,22,0
1,1,1,1,20,197,0
82,411,5473,4,20,660,1
2,2,0,0,1,0,0
5,7,373,198,20,592,1
3,4,31,20,20,680,0
1,3,0,14,20,362,0
1,1,2,1,19,125,0
9,14,113,89,20,1278,1
8,14,101,84,20,472,1
2,3,66,2,1,4,0
2,2,2,1,19,213,0
2,2,80,40,20,12,0
1,1,12,0,19,64,0
3,5,21,9,20,555,0
3,3,3,0,19,323,0
6,6,11,0,19,600,0
1,2,1,2,20,10,0
1,1,11,0,19,81,0
1,1,1,1,20,196,0
4,6,113,181,20,382,0
8,38,571,422,20,1471,1
1,1,21,1,19,49,0
4,44,1228,166,1,51,0
3,5,13,14,20,34,0
1,1,1,1,20,195,0
1,3,97,88,20,127,1
1,1,4,4,1,3,0
1,1,31,0,19,39,0
4,4,192,14,19,289,0
1,1,1,1,20,78,0
1,1,12,4,20,77,0
2,2,2,1,1,2,0
1,2,29,18,20,77,0
1,1,6,3,20,23,0
1,1,1,1,20,194,0
8,74,2625,1775,1,65,1
5,21,385,148,1,42,0
3,3,118,0,19,156,0
4,4,33,1,19,479,0
8,8,62,0,19,772,0
1,1,1,1,20,52,0
2,2,2,0,19,191,0
1,1,10,10,20,252,0
1,1,13,2,1,1,0
62,62,9,611,19,3692,0
1,1,2,4,20,6,0
1,1,2,4,20,4,0
2,2,21,13,20,39,0
1,1,0,20,20,5,0
1,1,4,0,20,3,0
1,1,18,18,20,4,0
2,2,9,12,20,5,0
1,1,162,209,20,2,0
3,4,339,345,20,114,1
1,1,5,4,20,13,1
1,1,1,0,20,51,0
1,1,19,0,20,3,0
6,9,681,692,20,611,0
3,3,28,9,20,343,0
1,1,2,0,19,47,0
1,1,1,1,19,95,0
1,1,3,1,20,1,1
2,3,19,35,20,423,0
4,8,85,78,20,532,1
3,3,86,30,20,283,1
1,1,12,12,19,91,0
1,1,76,83,20,31,1
4,7,132,94,20,523,0
2,2,168,58,20,29,0
1,1,1,1,19,120,0
1,1,60,3,20,28,0
1,1,1,3,20,82,0
3,3,222,64,19,99,0
1,1,1,1,19,119,0
1,1,1,1,19,79,0
1,1,1,1,20,193,0
1,1,2,2,19,31,0
3,3,16,10,20,364,0
1,1,141,137,20,65,1
2,2,17,0,19,131,0
1,1,4,0,19,61,0
3,3,9,7,20,361,0
2,2,22,82,20,302,0
2,2,112,113,20,300,0
1,1,1,9,20,64,0
1,1,15,5,20,63,0
1,1,1,1,19,118,0
1,1,9,25,20,62,1
