nd,nf,la,ld,ndev,nuc,contains_bug
2,4,107,21,1,0,1
2,3,151,8,1,1,1
2,2,51,14,1,0,0
3,5,221,85,1,0,1
1,1,4,2,1,0,0
3,6,483,113,1,0,1
3,3,11,5,1,0,0
1,1,8,3,1,1,0
6,18,270,302,1,0,1
1,1,1,1,1,0,0
1,1,7,2,1,0,0
2,2,3,2,1,0,0
2,2,7,2,1,0,0
1,1,1,0,1,0,0
1,1,5,6,1,0,0
3,3,14,8,1,0,0
1,2,5,6,1,0,0
3,3,6,11,1,0,0
1,1,13,2,1,0,1
3,3,3,3,1,0,0
1,2,2,3,1,2,0
2,2,7,5,1,0,0
5,7,97,25,1,0,0
1,1,1,0,1,0,0
2,3,22,13,1,3,1
3,4,44,17,1,1,1
2,4,22,6,1,0,0
1,1,69,100,1,0,1
3,30,0,0,1,30,0
9,69,20,329,1,1,0
4,6,32,9,1,0,0
4,4,28,184,1,0,0
2,2,5,7,1,0,0
14,228,0,0,1,0,0
1,1,1,2,1,0,0
1,1,1,0,1,0,0
4,10,19,15,1,0,0
4,10,3,3,1,1,0
2,3,16,3,1,0,0
5,5,38,30,1,5,0
8,10,55,27,1,0,0
1,1,0,52,1,0,0
1,1,4,0,1,0,0
2,2,10,10,1,4,0
1,1,3,1,1,1,0
3,3,73,7,1,2,1
11,48,319,918,1,0,0
43,45,5,410,1,37,0
50,91,130,3442,1,0,0
1,1,0,6,1,0,0
4,4,90,97,1,0,0
7,7,12,12,1,5,0
1,1,4,0,1,3,0
3,4,38,11,1,2,0
2,3,23,11,1,2,1
2,4,54,68,1,0,1
3,3,39,21,1,2,1
1,1,3,3,1,1,0
2,3,37,20,1,0,0
1,1,3,3,1,0,0
1,1,3,3,1,0,0
1,1,1,2,1,0,0
2,2,15,39,1,0,1
5,102,0,0,1,0,0
5,5,76,19,1,3,0
4,5,121,0,1,0,0
3,6,28,3,1,0,0
1,1,1,0,1,0,0
4,5,22,89,1,2,0
1,1,23,27,1,0,0
2,2,53,28,1,0,0
5,5,5,5,1,3,0
4,4,5,7,1,0,0
1,1,1,0,1,0,0
7,9,27,23,1,3,1
4,7,18,63,1,0,0
31,32,116,106,1,0,0
3,6,66,19,1,0,0
2,7,1221,0,1,0,0
1,1,15,8,1,0,0
2,2,24,7,1,0,0
2,2,21,7,1,0,0
6,7,92,7,1,1,0
2,3,21,7,1,0,0
6,6,12,10,1,0,0
1,1,0,1,1,3,0
1,1,114,58,1,4,1
1,1,1,0,1,3,0
2,3,25,14,1,6,1
6,14,247,285,1,20,1
1,1,1,0,1,2,0
1,1,51,48,1,1,0
1,1,2,6,1,6,0
1,1,4,4,1,0,0
1,1,1,1,1,1,0
1,1,1,1,1,0,0
1,2,4,4,1,0,0
1,1,2,2,1,0,0
1,1,5,0,1,0,0
27,61,403,459,1,0,1
27,61,400,458,1,67,1
1,1,3,0,1,0,0
5,8,104,28,8,115,1
4,4,58,51,8,168,1
8,21,362,344,8,89,0
3,9,200,6,8,22,1
5,8,198,44,8,95,1
4,4,329,239,8,44,0
1,1,1,1,8,10,0
2,2,4,4,8,92,0
1,1,5,0,8,9,0
25,58,317,309,8,398,0
10,12,460,815,8,119,0
12,36,692,649,8,267,1
1,1,17,2,8,19,1
11,15,115,57,8,55,0
2,7,53,43,8,36,1
9,18,346,453,8,94,1
2,2,8,0,8,17,0
1,1,0,4,8,2,0
6,6,25,44,8,82,0
3,3,17,0,8,52,0
3,9,141,98,8,149,1
1,1,2,1,8,7,0
1,1,6,0,8,10,1
1,1,11,1,8,6,0
1,1,2,2,8,1,0
1,1,2,1,8,5,1
2,2,3,3,8,10,0
3,3,11,2,8,8,0
2,3,79,24,8,22,0
3,10,183,171,8,137,0
4,7,152,15,8,85,0
5,8,223,130,8,107,1
1,1,10,1,8,8,1
2,2,4,1,8,8,0
3,4,18,117,8,49,0
3,3,5,2,8,11,0
4,4,368,161,8,42,0
1,2,1,3,8,88,0
1,1,4,0,8,2,0
1,1,1,1,8,86,0
1,1,1,0,8,15,0
1,2,13,3,8,40,0
1,1,1,0,8,17,0
1,1,6,1,8,5,0
2,3,8,12,8,56,0
1,1,1,1,8,84,0
4,4,3,6,8,8,1
6,6,115,46,8,8,1
4,9,418,340,8,64,1
1,2,43,2,8,87,0
1,2,49,42,8,15,1
2,2,1,1,8,16,0
3,3,156,25,8,28,0
13,14,199,174,8,192,1
7,8,251,206,8,32,1
6,22,33,33,8,98,0
29,79,6761,6761,8,487,1
5,5,32,38,8,94,0
1,1,1,1,8,79,0
2,2,41,1,8,78,0
1,1,16,0,8,77,0
5,5,60,82,8,46,0
1,1,5,7,8,63,0
6,6,50,52,8,90,1
1,1,3,3,8,62,0
5,9,34,75,8,189,0
1,1,1,1,8,6,0
2,3,71,43,8,5,0
3,7,82,16,8,105,0
1,1,8,1,1,1,0
2,2,25,10,8,12,0
2,8,844,0,1,1,1
1,1,2,1,8,32,0
3,5,28,48,8,94,0
1,1,5,0,8,74,0
7,98,23,23,8,319,0
1,1,1,1,8,4,0
3,4,43,2,8,89,0
3,4,69,2,8,86,0
3,4,57,2,8,83,0
3,4,56,2,8,80,0
3,4,42,2,8,77,0
4,5,637,5,8,77,0
28,28,517,647,8,205,0
37,37,66,57,8,286,0
4,4,88,184,8,27,0
2,2,41,1,8,73,0
7,25,68,1198,8,239,0
5,8,198,208,8,32,0
3,6,107,76,8,25,0
5,5,1,2,8,30,0
2,2,41,1,8,72,0
1,2,43,43,8,6,0
1,2,47,3,8,14,0
3,3,37,42,8,12,1
1,1,1,0,8,13,0
2,3,11,13,8,57,1
2,2,41,1,8,71,0
2,2,41,1,8,70,0
1,2,17,7,8,10,0
1,1,2,0,8,4,0
1,1,1,1,8,69,0
1,1,2,2,8,2,0
2,3,41,41,8,73,0
2,2,54,4,8,12,0
2,3,5,7,8,89,1
5,6,366,422,8,52,0
5,9,24,93,8,89,0
7,9,10,10,8,66,0
1,1,2,4,8,44,0
4,4,40,7,8,71,0
3,3,362,238,8,16,0
1,1,19,16,8,43,0
1,1,449,484,8,7,0
1,1,4,7,8,3,0
1,1,0,22,8,12,0
1,1,11,1,8,42,0
1,1,5,19,8,41,0
2,2,22,157,8,46,0
1,1,1,2,5,5,0
1,1,6,2,8,39,0
8,8,277,210,8,45,0
2,10,35,19,8,48,0
1,1,2,8,8,65,0
13,16,83,150,8,175,1
1,1,0,3,8,10,0
1,8,8,8,8,9,0
2,4,11,164,8,17,0
2,5,72,42,8,44,0
2,6,27,26,8,53,1
3,6,48,30,8,36,0
3,6,176,93,8,40,0
1,3,154,154,8,15,0
3,3,34,30,8,13,0
1,1,3,3,8,63,0
2,2,41,1,8,62,0
1,3,38,2,8,3,0
13,16,192,101,8,64,0
3,4,194,4,8,68,0
1,1,31,20,6,12,0
3,4,216,1,8,65,0
5,5,1,1,8,9,0
1,4,293,244,8,22,0
3,4,199,0,8,62,0
3,4,208,3,8,59,0
3,5,318,2,8,56,0
5,7,233,13,8,65,0
3,5,230,198,8,12,0
3,6,58,5,8,17,1
35,39,231,130,8,211,1
5,5,503,10,8,74,1
2,2,126,97,8,12,0
1,1,23,33,8,36,1
4,5,84,77,8,73,0
9,13,163,62,8,7,1
4,4,103,25,8,38,0
6,11,285,99,8,58,1
1,1,1,1,8,4,0
1,1,2,2,8,3,0
1,1,14,15,8,4,0
1,1,1,0,8,33,0
16,52,3114,3100,8,98,0
1,1,1,1,8,1,0
4,8,31,46,8,72,0
1,1,4,1,1,2,0
184,1235,24464,24420,8,360,1
2,2,41,1,8,56,0
1,1,415,20,6,5,0
1,1,2,2,8,1,0
1,1,6,49,8,31,0
1,1,5,8,5,5,0
1,1,2,1,8,4,0
2,2,42,2,8,55,0
1,1,0,0,1,0,0
1,1,3,2,8,2,0
8,20,126,1040,8,807,0
1,1,1,1,8,1,0
1,1,1,1,8,53,0
3,18,65,2,8,83,1
2,2,40,1,8,51,0
1,1,1,1,8,3,0
3,3,31,32,8,26,0
1,1,2,2,8,2,0
1,1,14,10,8,24,0
2,4,18,13,8,46,0
1,1,3,4,8,22,0
2,2,24,25,5,23,1
2,2,13,12,8,52,0
6,46,46,46,6,370,0
2,2,40,1,8,49,0
1,1,225,221,6,9,0
1,1,1,1,5,1,0
2,2,40,2,5,2,0
1,2,0,0,1,0,0
1,1,1,1,8,48,0
2,2,3,3,8,49,0
1,1,1,1,5,1,0
4,4,159,11,8,24,0
3,3,241,45,8,10,0
2,2,30,30,8,1,0
1,1,46,0,1,0,0
2,2,30,9,8,8,0
2,2,10,9,7,47,0
3,5,48,39,8,261,0
1,1,77,0,1,0,0
1,1,1,1,1,6,0
1,1,1,1,7,45,0
1,1,7,15,7,44,0
1,1,39,0,1,0,0
1,1,1,1,7,43,0
1,1,1,1,7,1,0
2,2,2,2,7,53,0
3,4,31,102,7,266,1
9,9,795,614,7,171,0
1,1,4,3,6,25,0
1,1,3,3,6,6,0
1,1,5,5,6,28,0
1,1,8,8,6,7,0
8,10,93,40,7,471,0
1,1,1,1,6,27,0
1,1,1,1,6,23,0
1,2,8,16,6,14,0
1,1,19,8,6,41,0
1,1,1,0,1,5,0
2,4,260,0,1,0,0
1,1,16,0,1,0,0
6,10,0,2,6,42,0
199,1245,23651,23540,5,400,1
2,2,3,2,6,40,0
3,3,279,251,6,5,0
2,2,56,12,5,9,0
8,9,90,4,5,31,0
1,1,24,1,5,10,0
6,8,36,35,5,47,0
7,17,69,29,5,99,1
1,4,66,52,5,14,0
2,2,40,2,6,37,0
2,2,3,2,6,38,0
1,1,13,5,5,1,0
3,3,653,781,6,11,0
2,2,28,0,5,7,1
1,1,2,2,5,11,0
2,2,38,19,5,9,0
1,1,14,2,5,10,0
1,2,5,11,5,22,0
3,3,15,1,5,25,0
1,1,38,0,1,0,0
2,2,32,37,5,26,1
4,5,107,61,5,45,0
3,3,16,5,5,10,0
1,1,3,3,5,34,0
1,1,2,3,5,33,0
1,1,2,1,6,4,0
1,1,1,1,5,3,0
1,2,367,335,5,4,0
1,1,778,569,6,4,0
2,2,579,1,6,6,0
5,5,359,836,6,19,0
1,1,1,1,5,1,0
5,15,2035,2046,5,8,0
2,2,26,0,5,4,0
4,8,14,217,5,27,1
2,2,0,5,5,17,0
1,3,16,190,5,18,0
2,2,9,1,5,41,0
1,1,15,9,5,7,0
3,5,25,5,5,5,0
1,1,1,1,5,2,0
1,1,1,1,5,4,0
2,2,11,10,5,51,0
2,2,787,31,6,1,0
3,3,14,18,5,20,1
2,2,19,2,5,2,0
1,1,1,0,5,9,0
7,11,123,49,5,39,1
1,2,16,8,5,12,0
3,5,300,80,5,55,1
2,2,16,3,5,4,0
4,6,51,19,5,26,0
28,28,114,113,5,76,0
1,1,14,18,5,2,0
2,2,35,1,5,31,0
1,1,25,15,5,8,1
2,3,39,4,5,33,0
1,1,1,1,5,2,0
2,2,3,2,5,12,0
1,1,2,2,5,1,0
1,1,4,7,5,9,0
4,6,34,11,5,54,0
1,1,10,3,5,2,0
5,9,99,6,5,21,0
1,1,1,1,5,29,0
2,3,107,35,5,8,0
3,3,123,6,5,12,0
1,1,1,1,5,3,0
22,22,1,143,5,32,0
7,9,23,21,5,13,0
22,73,3,270,5,178,0
1,1,0,2,5,3,0
2,4,24,4,5,15,1
1,1,0,3,1,4,0
1,2,20,0,5,28,0
4,4,20,0,5,34,0
1,1,1,1,5,2,0
1,1,18,7,1,1,0
1,1,21,9,1,1,0
1,1,13,5,5,1,0
1,4,144,0,1,0,0
9,33,3074,3074,5,43,0
3,3,25,1,5,13,0
3,3,101,5,5,35,1
6,30,0,0,5,41,0
1,2,8,2,5,10,0
3,4,22,21,5,49,1
2,2,10,10,5,5,1
6,9,300,202,5,79,1
1,1,10,3,5,8,0
1,1,5,2,5,1,0
2,2,29,1,5,25,0
1,1,1,1,5,1,0
2,2,7,23,5,4,0
2,3,29,29,5,27,0
1,1,2,0,5,8,0
4,7,84,137,5,46,1
2,2,7,12,5,9,0
3,6,60,46,5,38,0
2,2,3,3,5,15,0
8,17,26,22,5,30,0
1,1,26,20,5,10,1
1,1,3,2,5,3,0
1,1,23,0,5,9,1
7,7,32,13,5,20,1
2,2,61,22,5,13,0
3,12,0,0,1,0,0
1,1,1,1,5,2,0
1,4,0,0,1,0,0
3,5,163,62,5,24,0
3,4,64,40,5,21,0
4,6,58,35,5,54,0
1,1,8,1,5,1,0
1,1,47,3,5,3,1
2,2,23,2,5,22,0
1,1,32,12,5,3,1
2,2,11,10,5,3,1
3,7,26,16,5,54,1
5,5,5,5,5,11,0
4,9,154,91,5,71,1
3,5,109,71,5,16,1
4,7,86,28,5,44,1
2,5,33,18,5,13,1
1,1,1,1,5,20,0
1,1,2,1,5,1,0
1,1,18,0,5,7,0
2,3,61,61,5,5,0
2,2,65,4,5,3,1
2,2,24,3,5,19,0
1,1,5,0,5,11,1
1,1,47,2,5,2,0
2,3,77,171,5,9,0
1,1,1,1,5,15,0
1,1,2,1,5,3,0
3,3,25,8,5,28,0
1,1,11,0,5,17,0
3,4,145,11,5,21,1
1,1,48,58,5,1,0
1,1,390,576,5,1,0
1,1,79,117,5,1,0
1,1,1,1,5,2,0
5,40,0,0,5,76,0
5,5,0,0,5,5,0
5,5,0,0,5,6,0
6,6,509,657,5,17,0
8,8,45,1,5,1,0
3,6,81,47,5,9,0
3,5,121,9,5,5,1
1,1,0,4,5,3,0
2,2,18,24,5,18,0
2,4,54,1,5,14,1
2,5,37,24,5,23,0
2,2,10,0,5,3,0
1,1,1,1,5,1,0
3,9,334,7,5,39,1
12,87,0,0,5,124,0
5,7,407,2,5,33,0
2,4,7,5,5,15,0
3,3,40,1,5,27,1
1,2,4,2,5,4,0
1,2,31,1,5,9,1
6,21,12,11,5,25,0
3,3,51,7,5,21,0
1,1,0,1,5,7,0
1,1,21,15,5,6,0
1,1,2,2,5,13,0
1,1,2,1,5,2,0
1,1,5,1,5,2,0
4,7,71,60,5,41,0
3,3,40,8,5,14,1
1,2,13,5,5,5,0
1,1,31,4,5,5,0
1,2,11,14,5,7,1
1,2,3,3,5,5,0
2,3,14,4,5,5,0
1,1,7,0,5,1,0
4,17,970,765,5,16,1
2,2,13,13,5,9,0
7,10,430,388,5,30,1
3,13,403,341,5,31,0
2,3,8,1,5,20,0
5,7,37,16,5,23,0
1,1,6,8,5,11,0
1,1,0,0,5,2,0
3,6,145,107,5,19,0
3,6,97,59,5,16,0
3,5,104,133,5,15,0
1,2,0,306,5,11,0
5,5,210,10,5,16,1
2,2,30,5,5,12,0
1,1,2,1,5,7,0
1,1,5,5,5,9,0
8,14,507,592,5,30,1
7,17,9,4,5,12,0
4,5,10,1,5,12,0
3,3,32,12,5,5,0
2,3,25,25,5,10,0
2,2,5,5,5,4,0
1,2,57,57,5,4,0
3,8,707,518,5,6,1
1,1,2,2,5,1,0
3,4,84,12,5,6,0
6,15,204,33,5,39,1
11,33,862,1448,5,59,1
1,1,1,31,5,6,0
1,1,94,78,5,1,0
1,4,4,4,5,4,0
9,65,487,1478,5,95,1
9,13,192,54,5,17,1
1,1,16,9,5,3,0
6,7,104,97,5,4,0
1,1,16,0,5,5,0
3,3,7,11,5,6,0
2,2,0,0,5,2,0
11,34,506,74,5,17,1
6,11,352,9,5,14,1
13,21,237,113,5,22,0
4,4,11,7,5,4,1
16,213,0,0,5,213,0
1,1,13,0,1,0,0
1,1,1,1,5,5,0
1,1,1,0,5,4,0
16,52,0,2558,5,52,0
42,114,6538,3716,5,63,1
1,1,1,0,5,1,0
225,1399,49818,205439,5,700,1
8,10,85,116,5,495,0
2,2,23,1,5,449,0
1,1,3,3,5,448,0
1,1,8,3,5,177,0
3,3,439,440,5,45,0
2,2,2,2,5,526,0
1,1,8,14,5,176,0
1,1,6,5,5,8,1
1,1,1,1,5,2,0
5,5,582,679,5,124,0
1,1,11,9,5,228,0
1,2,105,98,5,227,1
1,1,14,10,5,1,0
5,11,259,0,5,3,1
2,4,30,14,5,293,1
3,5,88,36,5,368,1
1,1,11,5,5,12,1
1,2,55,2,5,2,0
1,1,23,0,1,0,0
1,1,2,2,5,444,0
1,1,4,4,5,3,0
2,2,30,4,5,198,1
1,1,1,1,5,78,0
1,1,1,0,5,42,0
3,3,81,1,5,94,0
2,2,3,3,5,444,0
1,1,1,1,5,24,0
2,2,17,12,5,24,0
2,7,109,50,5,46,0
2,2,25,2,5,442,0
2,2,8,9,5,250,1
1,1,23,25,5,172,1
3,4,116,21,5,401,0
4,4,16,1,5,94,0
2,2,25,2,5,441,0
2,7,78,119,5,73,1
2,3,24,24,5,443,0
1,1,1,1,5,439,0
1,1,1,1,5,76,0
7,7,1072,1534,5,159,0
1,1,7,5,5,170,0
2,2,420,585,5,12,0
1,1,3,4,5,9,0
1,1,1,1,5,438,0
1,1,23,0,1,0,0
2,2,13,13,5,245,0
1,1,5,10,5,24,0
1,2,16,16,5,10,0
3,4,49,22,5,276,0
1,1,1,1,5,4,0
3,3,35,38,5,246,1
3,4,26,26,5,515,1
3,3,963,1041,5,63,0
2,2,3,3,5,438,0
1,1,5,3,5,221,0
2,2,2,2,5,436,0
1,3,182,194,5,82,1
1,3,10,11,5,38,0
1,1,4,18,5,166,1
1,1,2,2,5,5,0
1,1,1,1,5,220,0
1,1,14,3,5,1,1
2,2,10,1,5,189,1
1,1,1,0,5,218,0
1,1,1,1,5,3,0
1,1,5,3,5,217,0
5,9,199,45,5,384,1
2,2,24,1,5,73,0
1,1,547,223,5,14,0
2,2,25,2,5,431,0
1,2,8,0,5,68,0
1,1,1,1,5,72,0
1,2,67,38,5,31,0
1,1,2,4,5,6,0
