nd,nf,la,ld,ndev,nuc,contains_bug
2,2,73,30,30,44,0
1,1,25,6,28,18,0
1,1,6,2,28,158,0
1,1,2,2,30,129,0
1,1,2,2,30,128,0
1,1,16,6,31,9,0
1,1,3,1,26,38,0
2,3,11,9,31,309,0
2,2,4,4,31,184,0
1,1,4,4,26,145,0
2,2,21,6,31,38,0
2,3,17,25,31,114,0
3,5,56,27,30,104,0
1,1,8,7,31,5,0
2,2,2,20,31,510,0
1,1,20,26,31,40,0
1,1,19,25,31,41,0
1,1,8,6,31,121,0
1,1,7,5,31,120,0
5,25,396,581,31,915,0
3,3,23,0,31,545,0
3,3,23,0,31,539,0
12,13,75,39,31,946,1
12,13,75,39,31,962,0
1,1,15,3,30,14,0
1,1,15,3,30,18,0
2,3,38,9,30,49,0
2,3,38,9,30,40,0
2,6,42,25,30,98,0
2,6,42,25,30,111,0
3,5,48,22,30,97,0
3,5,48,22,30,105,0
2,10,346,477,30,244,1
2,10,346,477,30,224,1
1,1,18,24,30,51,0
1,1,18,24,30,49,0
1,1,19,10,31,14,0
1,1,19,10,31,16,0
1,1,1,1,30,18,0
1,1,1,1,30,20,0
1,1,4,7,30,17,0
1,1,4,7,30,19,0
1,1,2,2,30,126,0
1,1,2,2,30,127,0
2,3,3,3,31,392,0
2,3,3,3,31,395,0
1,1,20,13,31,119,0
1,1,19,0,31,48,1
1,1,1,1,31,12,0
1,1,1,1,31,13,0
2,4,24,9,31,144,0
2,4,24,9,31,140,0
4,4,37,39,31,388,0
4,4,48,34,31,396,0
3,3,28,14,31,438,1
3,3,28,14,31,441,1
2,4,15,9,31,105,0
2,4,15,9,31,112,0
1,1,4,3,31,19,0
1,1,4,3,31,21,0
1,1,33,60,30,11,0
1,1,33,60,31,13,0
1,1,20,6,23,32,0
1,1,20,6,23,31,0
1,1,1,1,31,4,0
1,1,1,1,31,7,0
1,1,33,17,28,107,0
1,1,33,17,31,112,0
7,8,108,11,31,627,1
7,8,108,11,31,637,0
1,2,9,6,31,116,0
1,2,9,6,28,108,0
1,1,2,1,28,105,0
1,1,2,1,28,110,0
1,1,12,28,28,108,0
1,1,12,28,28,103,0
1,1,0,5,30,44,0
1,1,0,5,30,45,0
1,2,53,41,28,105,0
1,2,53,41,28,111,0
2,2,4,36,31,87,1
2,2,4,2,31,401,0
1,1,64,1,28,46,1
3,3,40,0,31,539,0
4,5,39,36,31,263,1
9,13,239,290,31,891,1
3,4,69,50,31,120,1
2,2,3,3,30,134,0
2,2,5,9,30,26,0
1,1,10,1,30,16,0
1,1,0,21,26,144,0
1,1,23,23,28,124,0
1,1,2,1,30,1,0
1,2,33,0,30,72,0
3,4,2,6,30,152,0
2,4,50,38,26,208,0
1,1,14,0,28,103,0
3,3,52,1,28,68,0
1,1,9,5,28,157,0
23,27,631,34,31,1356,0
24,24,25,25,28,176,0
2,8,2,2,22,2,0
6,10,163,141,28,73,0
1,2,92,584,22,2,0
1,1,1,1,30,54,0
2,2,18,6,28,122,1
2,2,80,62,30,71,0
1,3,264,265,28,26,0
2,3,154,155,30,38,0
2,5,181,117,30,115,0
1,1,0,6,28,156,0
4,11,14,13,30,403,0
1,1,16,15,28,122,0
1,1,1,1,25,7,0
1,1,3,27,30,15,0
1,1,0,13,30,33,0
1,1,1,1,30,11,0
2,2,18,32,30,16,0
2,4,27,37,28,96,0
1,4,92,109,28,27,0
1,1,1,1,30,9,0
1,1,5,2,30,8,0
1,1,2,2,30,17,0
1,1,1,1,30,16,0
1,1,8,7,30,15,1
1,1,6,0,30,69,0
1,1,0,4,30,14,0
1,1,19,1,28,8,0
1,1,9,2,28,15,0
1,1,22,8,22,5,0
1,1,2,1,28,9,0
2,2,7,7,30,371,0
1,1,1,1,28,32,0
1,1,2,2,28,31,1
1,1,44,42,30,7,0
1,1,0,1,30,21,0
3,4,13,27,30,412,0
5,6,188,6,28,610,0
4,4,100,9,30,423,0
2,3,10,12,30,19,0
1,1,1,1,28,3,0
1,1,0,0,28,9,0
1,2,1,0,28,18,0
1,1,12,10,28,155,0
1,1,1,1,28,30,0
1,1,1,1,28,13,0
1,1,1,1,28,108,0
1,1,2,2,28,154,0
1,1,10,2,28,29,1
3,4,44,17,28,410,1
2,2,14,0,28,403,1
2,2,43,19,22,35,0
1,1,3,7,30,12,0
1,1,0,3,30,11,0
4,6,24,27,30,112,0
1,3,0,140,28,35,0
1,1,2,2,30,67,0
9,17,164,16,28,97,0
8,15,503,525,30,144,0
1,1,22,3,28,4,0
1,1,10,6,29,8,1
1,1,2,5,28,47,0
1,1,2,2,28,3,0
2,3,1,12,29,93,0
2,2,4,3,28,39,0
4,7,391,230,28,464,1
2,2,89,46,29,8,1
3,4,154,25,29,69,1
1,1,16,16,28,8,1
4,4,286,5,30,74,1
1,1,8,6,28,5,0
3,5,29,29,28,407,0
4,4,420,1,28,367,1
1,1,1,1,28,35,0
1,1,12,29,28,8,1
1,1,11,12,28,7,0
1,1,1,1,28,16,0
1,1,3,4,22,32,0
5,8,167,37,28,627,0
1,1,9,10,28,107,0
1,1,6,0,28,14,0
3,4,134,213,28,2,0
1,1,1,1,28,42,0
1,1,8,10,28,6,0
2,10,156,452,28,192,0
6,12,274,282,28,358,0
1,1,6,8,28,10,0
1,1,6,6,28,11,0
1,1,28,44,28,10,0
1,1,45,19,28,9,0
1,1,1,1,28,153,0
1,1,1,1,28,152,0
1,1,0,2,28,45,0
5,6,82,30,28,381,1
1,1,6,6,28,62,0
41,110,1555,1110,28,687,0
1,1,2,2,28,61,0
1,1,5,4,28,47,0
1,2,4,3,28,114,0
5,7,325,100,28,302,0
1,1,8,8,28,45,0
1,1,21,27,28,44,0
1,1,12,16,28,43,0
1,1,0,1,28,44,0
3,3,2,7,28,95,0
1,1,1,1,28,52,0
3,4,69,24,28,133,0
1,1,0,93,22,7,0
1,3,51,0,21,3,0
2,2,106,59,28,43,0
3,3,25,12,27,55,0
2,2,105,38,27,42,0
2,2,52,20,28,103,0
1,2,7,6,28,28,0
1,1,22,26,27,19,1
8,15,150,276,28,640,1
2,3,79,129,28,44,1
1,1,7,7,28,360,0
1,1,42,19,28,19,0
1,1,47,47,28,359,0
3,4,50,12,28,48,1
3,3,4,4,28,385,0
2,2,14,1,28,147,1
2,3,5,580,28,153,0
9,21,185,560,28,761,1
1,1,2,0,28,1,0
1,1,1,0,28,5,0
4,8,390,184,28,52,1
6,10,35,90,28,353,1
3,4,4,14,28,100,0
4,7,423,405,28,203,1
1,1,2,2,28,356,0
5,10,154,127,28,53,1
1,1,5,2,28,4,0
2,2,37,12,28,360,1
1,3,197,172,28,66,1
2,11,714,700,28,205,1
2,2,2,2,28,49,0
2,9,539,516,28,147,1
1,1,1,1,28,105,0
1,1,33,26,28,104,0
1,3,6,10,28,99,0
1,1,1,17,28,26,0
1,1,68,13,28,103,0
0,0,0,0,0,0,1
2,2,3,3,28,471,0
5,9,94,114,28,418,0
3,4,16,11,28,359,0
5,7,53,53,28,147,0
43,114,8860,210,28,740,0
1,1,3,3,28,3,0
1,1,1,4,8,6,0
1,1,2,2,28,42,0
1,1,3,1,28,43,0
5,5,78,24,28,405,1
1,1,1,1,22,150,0
1,5,5,5,28,9,0
2,5,5,265,28,37,0
1,1,12,9,8,5,0
27,84,593,7721,28,756,0
2,2,9,5,28,353,0
4,5,30,16,28,137,0
1,1,1,1,27,24,0
2,2,33,6,27,37,1
3,4,51,6,28,517,0
4,10,464,289,28,531,1
6,6,24,31,28,563,1
1,1,1,1,28,49,0
3,3,114,14,28,347,1
5,9,376,228,28,483,1
5,22,767,490,28,865,1
12,20,264,88,28,50,1
6,7,365,37,28,296,0
4,31,825,604,28,519,1
1,1,2,0,28,93,0
5,7,110,36,28,184,1
5,5,17,0,28,576,1
6,7,39,20,28,597,1
1,1,1,1,27,47,0
6,10,56,66,27,410,1
1,1,10,0,28,10,0
1,1,1,1,27,46,0
1,1,16,17,27,109,1
4,4,33,21,27,54,1
1,1,34,32,27,108,1
2,2,24,9,28,81,1
8,25,154,198,28,697,1
2,2,6,3,28,95,0
2,2,19,3,27,136,1
0,0,0,0,0,0,1
1,1,2,1,28,2,1
1,1,17,4,28,1,0
8,17,296,248,27,844,1
1,1,11,5,27,9,1
8,9,261,158,28,108,1
1,1,17,2,27,99,0
1,1,2,0,27,17,0
24,35,455,430,27,1223,1
6,6,327,35,28,654,1
1,1,30,5,22,8,0
5,13,254,202,27,126,1
1,1,34,6,27,2,0
1,1,2,1,27,2,1
4,10,71,45,27,123,1
8,34,307,140,27,953,1
1,1,6,0,22,6,0
7,15,475,240,27,480,1
9,19,1055,407,27,383,1
1,1,8,1,22,5,0
3,3,64,3,27,23,0
2,2,51,55,27,101,0
1,1,13,16,22,30,0
1,1,12,9,26,112,0
2,5,19,13,27,138,0
1,1,2,6,27,26,0
1,2,10,10,27,11,0
5,13,134,34,27,470,0
3,7,44,11,27,417,0
1,1,0,2,22,149,0
1,1,5,28,22,148,0
1,1,2,2,23,2,0
1,1,1,1,27,44,0
1,1,1,1,27,43,0
1,1,53,0,1,0,1
9,26,140,149,27,715,0
1,1,1,1,22,41,0
1,1,1,1,25,4,1
2,2,37,2,26,3,0
2,3,7,2,26,105,0
1,1,2,4,26,111,0
2,2,22,15,22,49,1
1,1,7,1,25,6,0
1,1,9,2,22,26,0
5,6,70,19,26,64,0
1,1,15,10,22,9,0
1,2,21,10,24,35,1
2,4,39,16,24,51,1
1,1,1,1,22,6,0
1,2,5,5,26,22,1
2,3,14,2,25,156,0
2,2,15,11,26,38,1
1,6,102,0,25,24,0
1,1,1,1,26,49,0
2,2,4,4,26,71,1
1,1,7,20,26,22,0
2,2,87,27,26,34,1
2,2,61,10,26,32,1
2,2,119,9,26,129,1
1,1,2,1,22,1,0
1,1,10,4,24,16,1
1,1,9,4,24,15,0
1,1,2,2,26,17,0
1,1,2,2,25,92,0
2,2,7,6,26,352,0
1,2,2,2,25,170,0
1,1,4,0,25,9,0
2,2,49,14,26,29,1
2,3,26,14,26,182,0
22,23,162,100,26,927,0
1,2,6,11,25,34,0
1,1,6,0,25,91,0
3,3,17,3,26,164,0
46,71,1328,1105,26,1125,0
1,1,3,2,22,26,0
1,1,2,2,22,15,0
1,1,14,0,22,22,0
24,24,0,268,22,36,0
1,1,1,1,22,40,0
1,1,1,1,22,39,0
6,12,633,280,26,729,1
3,24,40,44,26,199,0
10,16,522,7,26,458,1
1,1,47,3,25,16,1
1,1,3,3,25,9,0
3,3,27,0,26,337,0
3,3,27,0,26,331,0
24,43,747,363,26,975,1
24,43,747,363,26,1021,0
2,2,16,9,25,25,1
4,4,102,12,25,358,1
1,2,6,4,25,168,1
4,18,106,73,25,657,1
3,3,46,41,25,342,1
1,1,2,3,25,18,0
1,3,3,4,25,96,0
1,1,72,73,25,87,1
2,3,7,14,25,105,0
1,3,41,38,25,9,0
8,17,141,172,25,128,1
4,6,12,98,25,54,0
7,19,33,33,25,342,0
1,3,85,101,25,5,0
1,1,2,0,25,17,0
1,1,0,101,25,2,0
3,3,52,5,25,341,0
1,1,8,8,25,16,0
1,1,52,8,1,1,1
5,5,102,19,25,396,0
3,3,10,2,25,31,0
1,1,0,3,25,2,0
3,3,38,52,25,32,1
2,2,6,8,25,18,1
3,3,6,6,25,17,0
3,3,92,31,25,27,0
1,1,1,3,23,13,0
1,1,25,1,23,12,0
1,2,34,0,25,2,0
1,1,74,38,24,89,1
4,8,215,101,25,55,1
18,101,272,10,25,355,0
2,7,78,106,24,20,0
1,2,49,40,23,4,1
2,5,13,11,25,83,0
1,1,22,24,25,3,0
1,1,17,0,25,2,0
3,3,34,0,25,439,0
2,6,53,35,25,181,0
1,1,69,0,1,0,0
10,19,134,484,25,845,1
1,1,2,6,23,9,0
1,1,0,3,24,94,0
3,3,6,2,23,95,0
9,14,4,3,25,381,0
1,1,2,1,23,84,0
5,11,99,40,23,318,0
1,1,1,1,23,318,0
1,1,12,9,24,88,0
4,13,85,70,24,377,0
7,11,2,1,24,20,0
1,1,10,9,22,102,0
7,7,3,16,24,25,0
10,24,70,56,23,115,0
15,275,90,102,23,222,0
1,1,3,12,8,4,0
28,55,82,781,23,468,0
2,2,10,34,22,151,0
3,3,7,6,23,119,1
2,2,6,7,23,111,0
2,2,8,8,23,109,0
2,2,41,34,23,52,1
3,9,129,119,23,227,1
1,1,1,1,23,1,0
1,1,1,1,23,316,0
1,1,2,11,23,315,0
2,3,13,17,23,338,0
2,5,33,44,23,59,0
1,1,75,58,23,30,0
2,2,25,1,22,21,0
2,2,31,18,23,22,0
3,4,80,1,23,22,0
3,5,93,63,23,349,0
2,2,43,33,22,20,0
1,2,42,0,22,36,1
1,1,2,0,22,25,0
1,2,4,1,22,2,0
1,2,2,2,22,36,0
5,95,0,0,23,102,0
1,1,3,3,22,24,0
1,1,3,1,22,23,0
2,24,40,40,22,123,0
2,3,434,0,23,3,1
4,9,8,9,22,56,0
5,125,0,0,23,8,0
1,1,25,1,22,12,0
1,2,59,37,22,8,0
1,1,6,13,23,32,0
2,2,11,13,22,160,0
1,1,1,3,22,7,1
1,1,0,3,22,7,0
1,1,70,6,23,31,0
1,1,0,2,22,42,0
1,1,7,6,22,82,0
2,2,126,94,22,35,1
1,1,14,10,22,54,0
1,1,6,7,22,81,0
1,1,1,1,22,38,0
2,2,2,4,22,32,0
2,2,20,18,22,30,0
1,1,4,0,22,146,0
1,1,5,1,22,80,0
1,1,1,2,23,312,0
3,6,162,122,22,29,0
2,4,37,2,22,237,0
1,1,5,7,22,144,0
1,1,2,0,22,15,0
1,1,0,1,22,52,0
2,4,0,12,22,36,0
3,10,43,21,22,287,0
1,2,1,32,22,61,0
1,2,32,1,22,59,0
1,1,20,7,22,5,1
1,1,55,68,23,29,0
3,3,66,20,23,369,0
1,2,5,4,22,81,0
2,4,113,37,22,177,1
1,4,87,49,22,96,1
1,1,29,23,22,6,0
1,1,2,24,22,5,0
1,1,10,32,22,90,0
1,1,3,0,22,89,0
1,1,10,11,22,88,0
1,1,2,2,23,310,0
1,1,13,13,23,309,0
1,1,8,0,1,0,0
26,34,1010,238,22,536,0
3,4,89,7,22,110,0
1,2,23,52,22,13,1
1,1,1,0,22,11,0
1,1,1,2,22,15,0
2,5,190,294,22,11,0
1,1,3,3,22,76,0
2,2,6,2,22,53,0
3,3,27,208,22,108,0
2,10,47,5,22,165,0
1,1,30,3,22,75,0
1,1,2,2,22,1,0
1,1,4,4,22,23,0
4,5,156,8,22,87,1
3,6,148,126,23,316,0
3,6,48,5,22,143,0
1,1,9,20,23,27,0
1,1,71,4,23,26,0
2,6,285,300,22,326,1
1,1,0,10,22,5,0
2,2,50,12,22,6,0
3,5,0,383,22,15,0
2,2,9,4,22,82,0
1,1,0,67,19,4,0
1,6,30,21,22,17,0
0,0,0,0,0,0,1
1,1,14,2,22,40,1
3,4,47,26,22,106,1
1,1,19,12,22,139,0
1,5,82,23,22,169,1
7,309,0,579,22,526,0
2,2,6,21,22,23,0
7,7,117,0,23,332,0
1,1,5,4,22,13,0
5,14,531,70,22,546,0
5,7,155,54,22,430,1
17,81,52,64,22,121,1
8,30,6,7,22,123,0
5,8,85,57,22,108,1
5,9,90,36,22,406,0
7,14,5,4,22,47,0
1,1,2,0,22,65,0
9,21,305,859,22,143,1
9,166,97,53,22,362,1
14,33,599,930,22,571,1
8,9,88,34,22,33,0
3,23,1586,630,22,176,1
3,19,1797,1544,22,256,1
1,1,41,41,22,9,0
2,2,142,137,22,310,0
4,4,107,59,22,35,0
1,1,0,49,18,2,0
4,6,62,98,22,166,0
3,4,0,985,22,24,0
3,4,12,5,22,81,0
1,1,1,1,22,7,0
13,16,18,20,22,89,0
1,1,1,1,22,49,0
44,98,4356,903,22,929,0
1,1,12,6,22,98,0
1,1,1,1,22,1,0
2,2,20,18,22,26,0
1,2,4,6,22,11,0
34,198,7910,3667,22,139,0
1,1,11,3,22,28,0
3,3,3,1,22,335,0
1,2,6,1,22,91,1
19,74,1708,35,22,158,1
4,7,17,8,22,79,0
1,3,0,0,22,1,0
3,3,3,3,22,21,0
1,1,4,9,22,84,0
1,1,18,0,22,15,1
4,4,8,8,22,434,0
3,3,146,137,22,16,0
2,2,2,2,22,5,0
8,11,78,57,22,18,0
3,4,104,35,22,24,0
9,22,283,236,22,324,1
4,5,20,11,22,34,0
1,2,8,3,22,15,0
5,34,118,96,22,498,1
13,41,464,728,22,213,0
3,5,69,50,22,36,1
1,1,29,29,22,14,1
16,70,1499,1288,22,1868,1
5,5,11,5,22,476,0
3,9,410,411,22,176,1
1,1,5,11,22,135,0
2,2,2,2,22,59,0
1,1,1,1,22,6,0
1,1,4,1,22,1,0
7,12,468,233,22,759,1
1,1,1,1,22,35,0
1,1,1,1,22,43,0
2,4,70,5,22,103,0
5,6,2039,5,22,23,0
1,1,1,1,22,35,0
6,20,69,567,22,102,0
2,2,11,11,22,37,0
1,1,335,285,22,81,1
5,9,243,278,22,184,0
1,1,1,1,22,33,0
1,1,7,3,22,6,0
12,20,61,360,22,211,1
0,0,0,0,0,0,1
9,10,59,4,22,46,0
1,1,4,5,22,150,0
1,1,1,1,22,31,0
1,1,24,13,22,60,0
3,3,224,99,22,191,1
1,1,1,1,22,29,0
4,9,54,20,22,402,1
6,8,120,4,22,564,1
2,2,36,11,22,138,1
1,1,0,12,22,18,0
11,35,101,29,22,167,1
13,59,257,321,22,469,1
4,5,68,41,22,484,1
1,1,5,0,22,41,0
14,88,757,838,22,1755,1
6,9,334,1,22,472,1
7,8,166,19,22,659,1
3,3,10,2,22,166,1
6,7,59,42,22,361,0
1,1,2,1,22,19,1
1,1,2,2,22,18,1
1,2,42,12,22,31,0
1,1,4,4,22,132,0
2,3,6,3,22,38,0
4,8,198,210,22,356,1
1,1,0,2,22,34,0
1,2,11,1,22,45,1
9,22,43,573,22,296,0
2,20,3,3,22,54,0
2,2,4,1,22,6,0
11,16,694,656,22,435,0
4,5,17,6,22,403,0
1,1,1,1,22,37,0
43,371,28452,27934,22,229,1
1,1,1,1,22,1,0
4,5,48,39,22,376,1
1,3,73,15,22,52,1
2,2,3,33,22,5,0
3,4,28,3,22,402,0
1,1,66,0,22,35,1
1,1,3,3,22,95,0
2,3,30,14,22,11,0
1,1,213,0,1,0,0
10,15,16,295,22,58,0
4,8,202,16,22,603,1
2,26,85,62,22,420,1
2,43,1190,878,22,376,1
4,9,120,88,22,343,0
7,229,207,88,22,138,0
9,20,247,180,22,167,1
1,1,1,1,22,19,0
1,1,28,2,22,95,0
1,1,90,0,1,0,0
3,3,5,8,22,157,0
1,1,0,160,22,1,0
4,4,60,3,22,422,1
4,5,366,1,22,410,0
1,1,1,1,22,9,0
1,1,1,1,22,8,0
1,1,28,7,22,11,1
2,2,2,3,22,86,0
5,6,119,45,22,329,1
8,10,3868,3603,20,8,0
1,1,5,5,22,280,0
1,1,1,1,22,279,0
1,2,2,2,22,23,0
2,2,26,31,22,79,0
7,13,1891,22,22,448,0
1,1,238,0,1,0,1
2,3,6,3,22,151,1
4,4,14,0,22,316,0
3,3,3,1,22,370,0
8,14,294,167,22,650,1
3,3,13,9,22,319,0
1,1,75,0,22,10,1
1,1,3,0,22,128,0
4,4,24,33,22,123,1
4,4,48,8,22,121,1
1,1,22,10,1,1,1
1,1,211,0,1,0,1
12,12,123,71,22,656,0
4,4,33,6,22,408,1
1,1,35,16,22,90,0
1,1,15,2,22,9,1
2,3,125,45,22,143,1
1,2,5,0,22,34,1
1,1,0,3,22,14,0
1,2,10,10,22,179,0
1,1,28,2,22,32,1
5,8,38,5,22,551,0
2,6,24,16,22,108,1
1,1,1,1,22,34,0
11,13,126,24,22,729,1
21,21,126,61,22,817,1
4,10,189,81,22,413,1
3,4,6,0,22,94,0
2,2,7,7,22,41,1
1,1,0,6,22,32,0
1,3,3,35,22,164,0
2,2,7,5,22,53,1
1,1,9,4,22,88,0
1,1,2,2,22,9,0
7,30,1989,0,1,0,0
2,3,3,3,22,68,0
1,3,0,0,1,0,0
1,1,1,1,22,20,0
1,1,1,1,22,19,0
1,1,3,3,22,18,0
3,4,6,8,22,72,0
1,1,2,2,22,30,0
1,1,23,24,22,5,0
2,2,35,36,22,5,0
1,1,3,3,22,91,0
1,9,9,9,22,60,0
1,9,9,9,22,69,0
2,3,4,4,22,40,0
2,3,4,4,22,43,0
1,1,3,3,18,3,0
1,1,1,0,22,268,0
2,2,8,4,22,220,0
1,1,2,2,22,76,0
3,4,13,9,22,234,1
1,1,4,10,22,74,0
1,1,9,14,22,141,0
3,4,14,19,22,269,0
6,7,13,14,22,266,0
3,3,9,1,22,409,0
3,3,21,3,22,295,0
1,1,2,2,22,90,0
1,2,2,2,21,9,0
3,4,96,44,22,414,1
1,1,2,1,22,1,0
1,1,19,0,1,0,0
6,7,885,21,22,537,1
1,2,2,2,21,7,0
1,1,2,2,22,89,0
23,23,182,17,22,397,0
2,2,8,0,22,51,0
1,1,24,9,22,13,0
1,1,24,18,22,12,0
1,1,2,2,22,88,0
1,1,2,2,22,87,0
1,1,2,2,22,86,0
27,27,467,101,22,487,0
3,3,11,1,22,175,0
1,1,10,12,22,31,0
1,1,1,1,22,10,0
1,1,0,100,22,2,0
1,1,7,0,22,11,0
1,1,20,1,22,13,0
1,1,2,2,22,85,0
20,20,220,0,22,242,0
31,56,3333,878,22,601,0
2,2,22,0,22,47,0
1,1,8,3,22,7,0
4,15,598,817,22,232,0
1,2,20,26,22,18,0
3,3,7,0,22,273,0
1,1,1,1,22,6,0
1,1,6,2,22,125,0
4,4,17,2,22,267,1
1,1,2,2,22,83,0
3,3,36,16,22,264,0
1,1,1,1,22,82,0
1,1,1,0,22,81,0
2,2,30,80,22,27,0
6,13,591,604,22,431,1
6,7,57,17,22,259,1
1,1,10,10,22,5,0
1,1,4,1,22,17,1
1,1,37,37,22,259,0
2,3,105,0,22,16,1
2,2,15,8,22,259,0
3,3,18,4,22,387,0
4,4,19,3,22,153,0
2,2,8,8,22,16,0
3,3,1,73,22,339,0
2,2,2,435,22,47,0
2,4,1,470,22,132,1
1,3,67,36,22,106,0
1,1,3,35,22,31,0
1,1,8,6,22,26,0
3,3,20,8,22,119,0
3,5,66,329,22,157,0
2,4,25,12,22,8,1
1,1,1,1,22,255,0
1,2,1,2,22,81,0
2,2,6,6,22,260,0
1,1,6,4,22,5,1
2,2,3,2,22,337,0
4,4,15,3,22,462,0
1,1,1,1,22,4,0
1,1,4,2,22,3,1
1,1,1,0,22,2,1
1,1,1,1,22,7,0
5,7,350,152,22,434,1
1,1,10,10,22,8,0
1,1,2,0,22,23,0
2,2,7,6,22,257,0
3,3,59,23,22,259,0
2,2,2,2,22,257,0
1,3,0,142,22,20,0
1,1,1,1,22,5,0
2,2,69,0,1,0,0
6,9,165,126,22,425,1
3,7,377,247,22,135,1
1,1,16,11,22,25,1
1,1,1,1,22,247,0
3,4,32,72,22,260,0
1,1,27,5,22,24,1
2,2,14,8,22,91,1
2,5,11,13,22,42,1
3,7,28,27,22,161,1
3,6,60,8,22,212,1
3,4,82,76,22,146,0
2,2,35,16,22,41,1
1,1,5,0,22,2,0
2,2,25,24,22,259,0
1,1,18,6,22,75,0
1,1,0,46,22,70,0
2,2,29,29,22,72,0
1,1,1,1,22,74,0
4,5,36,120,22,336,1
1,1,0,11,22,73,0
1,1,0,23,22,131,0
1,1,3,3,22,244,0
5,6,2296,604,20,9,0
7,8,58,4,22,363,1
1,1,60,0,1,0,0
1,1,0,463,22,14,0
5,5,236,141,22,379,1
3,5,199,175,22,147,0
1,1,14,11,22,120,0
4,4,137,11,22,319,1
1,1,47,43,22,119,1
4,5,177,33,22,369,0
14,65,2232,2247,22,1326,1
1,1,1,1,22,239,0
1,1,1,1,22,9,0
4,7,491,466,22,295,1
3,3,208,13,22,82,0
2,3,119,9,22,100,1
1,1,16,3,22,4,1
2,2,17,18,22,22,0
1,1,1,1,22,12,0
3,3,42,28,22,84,0
9,20,126,70,22,589,1
9,20,150,119,22,564,0
9,20,119,150,22,544,0
2,3,89,89,22,5,0
1,2,4,9,22,16,0
4,6,183,91,22,287,1
15,15,55,31,22,616,1
20,31,382,233,22,596,1
2,2,3,14,22,15,0
1,1,1,1,22,235,0
1,1,1,1,22,5,0
2,2,14,14,22,141,0
3,4,81,4,22,316,0
1,1,5,4,22,80,0
2,2,2,2,22,317,0
1,1,0,1,22,3,0
1,1,32,20,22,7,0
1,1,1,1,22,232,0
4,4,120,109,22,316,0
1,1,1,1,22,6,0
1,1,5,3,22,5,0
1,1,4,70,22,21,0
1,1,10,0,22,6,0
1,1,14,17,22,4,0
2,4,33,45,22,237,0
2,2,3,1,22,96,1
