nd,nf,la,ld,ndev,nuc,contains_bug
1,1,1,1,2,22,0
3,3,5,5,2,209,0
1,4,66,8,2,45,0
1,1,7,2,2,15,0
1,1,32,31,2,14,0
1,1,12,0,1,0,0
2,2,6,6,2,115,0
1,2,19,3,2,33,0
3,4,268,5,2,231,0
4,5,217,2,2,362,0
6,10,133,315,2,101,0
3,3,274,2,2,226,0
3,3,1259,1198,2,224,0
1,1,38,37,2,22,1
2,2,5,5,2,166,0
4,5,5,17,2,105,0
1,1,33,13,2,45,0
6,11,43,18,2,56,0
1,2,9,7,2,25,0
6,8,99,91,2,120,0
6,9,128,133,2,150,1
1,2,5,2,2,130,0
1,1,6,3,2,108,0
2,2,5,5,2,163,0
1,1,0,0,2,39,0
4,4,107,9,2,56,0
3,3,17,2,2,223,0
3,3,150,42,2,220,0
1,1,1,1,2,5,0
1,1,43,6,2,23,0
3,3,5,5,2,199,0
3,5,137,141,2,176,0
2,2,21,38,2,152,0
3,3,35,26,2,285,0
1,1,12,11,2,19,0
5,8,324,299,2,454,1
1,1,5,1,2,19,1
6,7,144,130,2,428,0
3,3,5,5,2,194,0
6,9,375,384,2,448,1
2,3,23,6,2,160,0
2,3,292,219,2,157,0
1,1,57,25,2,13,0
2,3,93,89,2,156,0
1,1,156,0,1,0,0
1,2,0,0,2,2,0
4,5,7,4,2,21,0
3,3,6,6,2,190,0
3,3,30,2,2,217,0
3,9,304,218,2,233,0
3,4,47,21,2,214,0
2,2,1192,1186,2,103,0
6,6,1291,1178,2,358,0
1,1,1,17,2,22,0
2,2,24,36,2,37,0
2,2,5,5,2,152,0
3,3,5,5,2,185,0
1,4,150,98,2,35,0
1,1,1,1,2,4,0
3,7,78,2,2,23,0
4,10,727,727,2,157,0
3,5,104,2,2,79,0
2,2,45,39,2,52,1
3,3,140,4,2,31,0
5,8,118,61,2,420,1
2,5,26,16,2,128,0
1,1,6,14,2,11,0
1,1,1,1,2,3,0
1,1,1,1,2,100,0
5,14,206,111,2,346,1
3,3,28,26,2,123,0
1,1,70,69,2,15,0
3,3,17,2,2,253,1
3,4,23,0,2,190,1
1,1,2,1,2,5,0
4,5,104,166,2,269,1
3,12,116,116,2,173,1
2,11,109,109,2,61,0
2,2,7,2,2,14,0
1,9,66,117,2,38,1
5,13,201,553,2,278,1
6,8,117,29,2,401,1
4,7,195,257,2,81,1
3,3,6,131,2,39,1
3,3,62,8,2,223,0
3,3,46,49,2,220,0
3,3,46,8,2,217,0
3,3,77,5,2,214,0
3,3,73,4,2,211,0
3,3,1247,1306,2,208,0
1,1,89,91,2,11,0
4,4,1453,1291,2,237,1
1,1,4,8,2,9,0
3,3,1333,1364,2,200,1
3,3,1434,1261,2,197,0
4,5,112,80,2,236,0
1,1,1,1,2,17,0
9,139,220,211,2,150,0
3,3,46,38,2,47,0
11,20,8,8,2,218,0
3,3,9,6,2,18,0
4,4,37,37,2,112,0
1,1,22,0,1,0,0
6,8,273,94,2,193,1
4,4,157,66,2,65,0
2,2,5,5,2,138,0
2,2,1,8,2,37,0
2,2,25,22,2,104,0
8,9,315,49,2,193,0
8,9,323,50,2,202,0
1,2,5,6,2,27,0
3,4,34,3,2,190,0
3,5,1329,1227,2,189,0
2,2,1209,1142,2,92,0
2,2,5,5,2,131,0
1,1,0,0,2,29,0
1,1,1,4,2,122,0
2,2,87,2,2,130,0
4,4,1337,1292,2,298,1
3,4,155,1,2,135,1
1,1,126,0,1,0,0
3,4,195,54,2,132,1
3,4,25,2,2,134,1
2,2,21,2,2,125,0
2,2,8,3,2,179,0
1,1,153,93,2,18,0
5,6,156,35,2,251,0
2,2,5,5,2,128,0
1,1,0,0,2,28,0
4,4,49,6,2,230,0
3,3,60,2,2,177,0
3,3,95,69,2,176,0
4,6,154,63,2,308,0
1,1,41,0,1,0,1
7,8,57,10,2,230,0
3,3,140,24,2,174,0
3,3,53,3,2,171,0
4,4,155,10,2,280,0
9,36,57,2,2,179,0
3,4,10,11,2,138,0
1,1,37,36,2,2,0
2,2,5,5,2,124,0
4,48,3,1,2,40,0
4,4,33,12,2,179,1
3,3,8,1,2,144,1
4,6,69,22,2,344,1
1,3,0,0,1,0,0
3,5,297,221,2,193,0
5,8,177,32,2,555,1
3,3,121,66,2,298,0
2,2,5,5,2,117,0
1,1,0,0,2,26,0
5,5,60,47,2,321,0
4,5,1136,1117,2,330,1
5,5,58,8,2,337,0
2,2,1071,1037,2,177,0
1,1,10,0,2,110,0
2,2,58,53,2,215,0
1,1,6,4,2,4,0
5,51,2,0,2,17,0
2,2,5,5,2,114,0
1,1,0,0,2,24,0
5,7,109,44,2,285,0
5,5,74,47,2,222,0
5,9,115,56,2,309,1
1,1,6,1,2,13,0
3,6,40,18,2,174,1
3,3,19,1,2,149,0
2,5,53,24,2,189,1
2,2,49,61,2,111,0
1,1,33,13,2,10,0
3,4,385,354,2,150,0
5,5,169,94,2,311,0
6,17,250,12,2,45,0
2,2,28,9,2,151,0
3,3,225,200,2,154,0
3,4,60,13,2,93,1
2,2,5,5,2,106,0
2,2,15,16,2,124,0
1,2,8,0,2,16,0
3,4,38,4,2,136,0
4,5,39,5,2,151,1
5,106,6,0,2,111,0
4,25,1,0,2,7,0
1,1,10,2,2,3,0
3,3,50,4,2,151,0
3,4,118,94,2,83,0
4,6,483,423,2,253,0
4,5,84,101,2,253,0
4,4,67,4,2,147,0
10,33,30,18,2,69,0
5,12,458,111,2,118,0
2,6,208,180,2,194,1
3,3,68,3,2,140,0
1,1,42,2,2,33,0
5,9,67,13,2,369,0
1,1,5,2,2,1,0
2,3,46,44,2,147,1
1,1,40,37,2,28,1
2,2,5,5,2,102,0
1,1,0,0,2,21,0
1,1,1,1,2,1,0
4,4,26,3,2,50,0
7,10,199,0,2,263,1
8,14,4,4,2,120,0
5,6,122,76,2,163,0
2,2,20,5,2,56,0
9,217,2,0,2,34,0
3,5,64,6,2,161,0
3,3,91,64,2,144,0
1,1,2,2,2,4,0
2,3,60,40,2,9,1
1,1,68,49,2,13,0
3,4,27,17,2,65,0
10,14,285,110,2,162,0
5,7,92,18,2,59,0
6,15,70,255,2,152,0
6,15,240,55,2,137,0
1,1,0,467,2,3,0
1,1,33,2,2,2,0
2,2,24,25,2,101,0
3,3,17,11,2,74,0
4,5,119,15,2,192,1
4,4,246,17,2,231,0
4,4,228,90,2,227,0
1,1,39,0,1,0,0
5,7,80,67,2,118,1
1,1,5,5,2,11,0
3,14,1,1,2,4,0
6,6,154,12,2,254,0
3,3,63,2,2,124,0
1,1,0,0,2,1,0
5,34,2,0,2,4,0
11,16,142,125,2,100,0
2,2,8,8,2,62,0
6,10,50,38,2,88,0
3,3,33,10,2,88,1
6,7,116,49,2,111,1
15,286,68,36,2,4,0
7,9,323,293,2,91,0
1,1,6,14,2,8,0
6,10,139,149,2,92,0
3,4,58,34,2,129,0
4,5,32,3,2,273,1
3,3,44,6,2,122,0
2,3,40,31,2,118,0
1,1,7,4,2,12,0
1,1,22,11,2,3,1
3,3,29,8,2,128,0
1,1,2,2,2,10,0
3,3,74,2,2,124,0
3,4,48,5,2,208,0
1,1,16,9,2,18,0
3,6,121,63,2,56,1
1,1,8,1,2,17,0
1,1,17,2,2,1,0
6,11,223,34,2,288,1
6,9,257,131,2,131,1
2,2,5,5,2,79,0
4,4,13,22,2,45,0
1,3,0,0,1,0,0
2,2,5,5,2,77,0
5,8,89,3,2,123,0
3,3,26,3,2,120,0
3,3,58,3,2,117,0
1,1,1,1,2,44,0
5,6,239,66,2,218,0
2,4,26,5,2,48,0
1,3,3,3,2,25,0
5,5,51,4,2,244,0
1,1,31,0,2,3,0
3,4,44,6,2,111,0
3,3,198,7,2,104,0
3,3,51,2,2,101,0
3,7,249,138,2,104,0
1,1,5,1,2,1,0
4,4,78,8,2,121,0
2,2,5,5,2,73,0
6,8,81,4,2,141,0
3,3,38,3,2,95,0
4,9,201,101,2,194,0
3,3,49,17,2,98,0
3,3,21,11,2,95,0
3,5,87,11,2,99,0
3,3,37,18,2,90,0
5,7,119,59,2,335,1
4,4,29,30,2,90,0
2,2,42,3,2,12,0
3,3,37,11,2,82,0
2,3,19,3,2,8,1
1,2,124,0,1,0,0
2,2,4,4,2,57,0
6,7,189,4,2,174,0
1,1,26,0,2,14,1
6,10,235,89,2,265,1
7,9,67,23,2,150,1
5,5,124,13,2,202,0
5,7,34,9,2,220,0
5,7,34,9,2,213,0
1,1,1,1,2,5,0
3,4,122,9,2,95,0
3,10,404,349,2,107,0
1,2,110,3,2,6,0
1,2,49,28,2,3,0
3,5,49,67,2,19,0
2,3,15,2,2,94,0
2,2,5,5,2,65,0
2,5,0,0,2,16,0
1,1,11,13,2,4,0
3,3,71,39,2,25,0
3,4,54,29,2,177,0
1,1,2,2,2,35,0
4,8,106,77,2,267,0
3,10,213,87,2,93,0
4,8,89,41,2,119,0
3,3,82,5,2,73,0
2,3,8,8,2,74,0
3,3,19,3,2,68,1
3,3,82,8,2,65,0
3,5,45,81,2,24,1
4,6,59,177,2,30,1
5,8,259,5,2,24,1
4,4,11,7,2,19,0
8,10,93,21,2,31,0
1,1,23,0,1,4,0
1,3,16,4,2,10,0
2,2,5,5,2,62,0
1,1,0,0,2,14,0
2,2,5,5,2,18,0
4,16,1,1,2,36,0
6,10,111,68,2,108,0
2,2,11,6,2,19,0
3,15,241,247,2,36,0
3,3,46,4,2,61,0
4,4,45,4,2,57,0
2,2,41,1,2,15,0
3,5,32,19,2,59,0
4,8,141,16,2,138,0
2,3,13,13,2,84,0
3,3,60,15,2,47,0
2,2,5,5,2,59,0
1,1,0,0,2,13,0
4,5,102,67,2,50,0
2,2,16,28,2,8,0
3,4,93,8,2,43,0
1,1,1,1,2,5,0
4,7,79,19,2,129,0
3,3,60,7,2,39,0
1,1,1,1,2,1,0
3,5,29,19,2,117,1
4,7,89,65,2,189,0
5,9,179,78,2,263,0
1,1,19,7,1,2,0
1,3,66,68,2,4,0
3,3,57,2,2,35,0
1,6,1684,1531,2,115,1
1,1,1,1,2,112,0
4,5,61,4,2,146,0
5,8,183,75,2,230,0
4,5,75,46,2,154,0
3,3,77,8,2,145,0
1,1,35,0,1,0,0
1,1,2,2,2,4,0
4,5,146,22,2,139,0
3,3,66,2,2,134,0
4,4,21,13,2,213,0
5,7,197,106,2,211,0
2,2,5,2,2,128,0
3,3,82,6,2,128,0
5,5,50,62,2,230,1
3,3,74,2,2,124,0
3,3,38,14,2,121,0
2,2,5,5,2,55,0
1,1,0,0,2,12,0
3,5,99,6,2,121,0
3,3,98,6,2,118,0
3,4,97,3,2,116,0
3,3,66,2,2,112,0
4,4,97,7,2,185,0
3,3,21,5,2,110,0
3,3,104,17,2,108,0
4,4,254,102,2,184,0
1,1,1,0,2,90,0
3,4,135,102,2,106,0
4,8,202,499,2,188,0
4,6,95,219,2,179,0
4,6,56,76,2,244,0
6,13,247,166,2,327,0
2,2,77,1,2,85,0
4,4,85,1,2,159,0
4,7,235,193,2,162,0
3,3,6,0,2,153,0
1,1,1,1,2,1,0
4,5,169,35,2,152,0
1,1,129,6,2,1,0
4,7,304,209,2,148,0
4,4,133,0,2,144,0
4,7,229,0,2,141,0
2,2,5,5,2,52,0
1,1,0,0,2,11,0
2,3,158,148,2,89,0
3,3,37,64,2,210,0
4,6,230,246,2,209,0
4,4,284,267,2,204,0
4,5,193,1,2,201,0
4,4,53,0,2,198,0
4,6,159,8,2,198,0
4,5,37,8,2,242,0
0,0,0,0,0,0,1
2,3,224,3,1,19,1
2,3,87,3,1,16,0
4,4,101,12,2,189,0
2,2,33,56,2,69,0
2,2,0,0,2,10,0
5,6,25,13,2,181,0
4,6,228,2,2,184,0
4,5,80,58,2,181,0
4,5,142,2,2,177,0
2,2,49,50,2,121,0
3,3,114,110,2,123,0
6,6,87,41,2,195,0
4,4,89,0,2,168,0
4,5,171,9,2,167,0
4,4,97,0,2,162,0
4,4,74,0,2,159,0
5,5,66,6,2,180,0
4,6,307,5,2,154,0
2,2,5,5,2,44,0
1,1,0,0,2,9,0
4,4,150,0,2,151,0
2,2,5,5,2,42,0
2,2,3,3,2,61,0
4,6,191,0,2,147,0
3,5,28,14,2,106,0
3,3,25,16,2,142,0
4,4,57,13,2,143,1
5,5,775,0,2,148,0
2,2,749,0,2,47,0
6,6,69,25,2,158,0
4,5,46,9,2,139,0
2,2,5,5,2,37,0
1,1,0,0,2,7,0
4,4,93,0,2,129,0
5,7,122,40,2,151,0
3,3,72,0,2,81,0
4,4,185,222,2,121,0
4,4,51,0,2,118,0
1,1,4,4,2,20,0
3,3,256,103,2,115,0
3,4,28,87,2,78,0
1,3,107,7,1,1,0
1,1,40,0,1,0,0
3,3,187,151,2,110,0
1,1,170,170,2,36,0
6,6,80,9,2,116,0
1,1,37,21,2,34,0
3,4,74,23,2,71,1
3,3,243,190,2,101,1
4,7,69,1,2,152,0
4,4,66,0,2,95,1
4,5,56,6,2,95,1
5,5,253,187,2,109,1
2,2,173,165,2,58,0
6,8,437,248,2,126,1
1,1,1,1,1,25,0
4,5,57,9,1,91,1
1,1,0,0,1,5,0
1,1,45,46,1,17,0
5,5,28,5,1,101,0
6,6,100,29,1,98,0
3,3,7,7,1,49,0
1,1,0,0,1,4,0
4,4,48,0,1,74,0
4,4,39,5,1,71,0
4,4,47,5,1,67,0
5,6,159,6,1,106,0
5,7,150,11,1,65,0
4,4,29,123,1,64,0
3,3,6,6,1,35,0
3,5,0,0,1,7,0
3,4,72,1,1,38,0
4,5,77,53,1,60,1
4,4,168,119,1,51,0
5,6,151,67,1,84,0
5,6,132,73,1,78,1
5,5,218,178,1,57,1
6,7,288,91,1,69,1
3,3,115,93,1,24,1
4,5,32,8,1,44,0
2,2,1,0,1,7,0
6,8,74,125,1,49,0
4,6,95,26,1,25,1
13,19,228,76,1,70,0
4,7,112,8,1,29,0
2,2,35,35,1,12,0
3,3,54,24,1,21,1
2,2,88,45,1,18,1
3,3,39,0,1,12,0
2,2,197,0,1,8,0
2,3,295,9,1,10,0
5,5,6,6,1,18,0
6,14,162,28,1,50,1
5,10,146,66,1,32,0
11,22,264,165,1,64,0
6,20,660,311,1,50,0
13,43,1124,859,1,55,1
1,3,31,0,1,8,0
4,7,148,23,1,17,0
7,28,0,0,1,26,0
4,8,137,89,1,12,1
14,65,346,394,1,64,1
10,39,1167,2045,1,21,1
17,139,5555,0,1,0,1
1,1,4,0,1,0,0
