nd,nf,la,ld,ndev,nuc,contains_bug
2,2,23,14,3,2,0
1,1,3,2,1,1,0
3,5,23,8,1,2,0
1,1,4,1,1,1,0
6,10,87,33,4,4,1
2,2,2,1,4,2,0
8,12,181,71,4,5,0
1,1,1,1,4,1,0
1,1,25,10,4,1,0
3,3,4,4,3,3,0
1,1,1,1,1,1,0
1,1,16,7,3,1,0
1,1,12,3,3,1,0
1,1,20,8,2,1,0
3,4,14,6,1,3,0
2,2,13,0,4,1,0
4,5,14,37,4,3,0
10,10,192,142,4,4,1
1,2,28,14,3,2,0
1,1,1,1,4,1,0
3,3,69,3,4,3,0
1,1,5,1,4,1,0
2,2,3,3,4,1,0
13,53,720,883,4,12,1
1,1,4,4,1,1,0
2,2,5,2,3,2,0
2,2,4,4,3,1,0
2,2,4,4,3,1,1
2,2,19,0,3,2,0
3,3,18,10,3,2,0
1,1,1,1,1,1,0
4,4,59,23,4,4,0
1,1,11,1,3,1,0
1,1,2,2,3,1,1
3,4,75,8,4,4,1
3,3,3,1,4,3,0
1,1,2,12,4,1,0
3,3,35,21,4,3,0
3,3,182,132,4,3,1
2,4,15,48,4,2,0
1,1,1,0,4,1,0
1,1,6,0,3,1,0
5,5,41,42,3,2,0
4,4,12,7,3,1,0
11,16,341,186,3,8,1
1,1,5,3,3,1,0
1,1,1,0,3,1,0
1,1,3,3,2,1,0
1,1,9,11,3,1,0
2,2,45,46,3,2,0
1,1,1,1,2,1,0
2,2,38,33,3,2,1
1,1,1,1,2,1,1
1,1,18,11,2,1,1
3,3,72,39,3,3,1
2,2,6,1,3,2,0
3,3,79,42,3,2,0
1,2,0,345,2,2,0
1,3,5,188,2,1,0
3,3,21,10,3,1,1
1,1,7,0,3,1,0
10,17,19,17,3,14,0
5,6,54,10,3,5,0
1,1,3,2,3,1,0
1,1,1,1,3,1,0
1,1,1,1,2,1,0
1,1,3,1,1,1,0
4,4,23,18,2,3,1
1,1,4,0,1,1,1
2,32,2113,5,3,3,0
1,1,3,1,2,1,1
6,11,276,173,3,6,1
2,2,13,5,3,2,0
1,1,2,1,3,1,0
2,2,7,7,3,2,0
7,8,18,0,3,5,1
1,1,1,1,3,1,0
9,10,188,56,3,4,1
1,1,3,2,2,1,0
16,29,763,347,3,10,1
7,9,148,69,3,6,1
14,26,142,96,3,6,1
1,1,0,290,3,1,0
1,1,2,2,3,1,0
2,3,135,202,3,2,0
29,78,2359,1039,3,11,1
5,10,322,247,3,7,1
1,1,1,1,1,1,0
2,5,61,14,3,3,0
6,11,92,93,3,4,1
1,1,9,7,1,1,1
1,1,1,1,1,1,0
1,1,4,5,1,1,1
1,1,1,1,3,1,0
4,5,51,19,3,4,1
1,1,17,2,2,1,0
1,1,1,1,3,1,0
1,1,1,1,3,1,0
1,1,2,0,3,1,0
1,2,34,24,2,1,0
1,2,32,21,2,1,0
1,1,3,1,2,1,0
1,1,5,1,3,1,0
6,7,111,52,3,5,0
2,2,3,0,1,2,1
2,2,15,3,3,2,0
1,1,3,1,3,1,0
1,1,10,1,2,1,0
3,4,21,18,3,4,0
1,1,25,20,2,1,0
1,1,20,5,3,1,0
1,1,6,2,3,1,0
1,2,21,2,2,1,0
3,4,39,5,2,3,0
1,2,47,17,2,2,0
2,2,2,16,3,1,0
1,1,1,8,2,1,0
6,7,84,9,2,5,0
1,1,2,1,3,1,0
3,3,6,3,3,2,0
1,1,1,1,2,1,0
2,2,4,3,3,2,0
1,1,11,0,2,1,0
1,1,8,2,2,1,0
1,1,3,0,3,1,0
1,1,1,1,2,1,0
1,1,3,3,3,1,0
3,3,6,3,3,2,0
1,1,1,0,1,1,0
3,3,174,2,2,2,0
3,3,174,2,2,1,0
2,2,5,2,2,1,0
12,12,22,14,3,3,0
1,1,1,1,4,1,0
1,1,1,1,4,1,0
1,1,1,1,4,1,0
1,1,44,25,3,1,0
1,1,1,1,3,1,0
1,1,4,0,3,1,1
1,1,1,0,3,1,0
1,1,19,17,3,1,1
1,1,4,4,3,1,1
1,1,8,1,3,1,1
2,2,11,0,2,2,0
1,1,5,5,3,1,0
1,1,6,6,2,1,0
2,3,18,7,3,3,0
2,2,12,0,2,2,0
1,1,3,3,3,1,0
6,6,12,12,2,1,0
1,1,1,1,3,1,0
10,11,23,24,3,4,0
24,25,1139,1079,2,6,0
14,20,162,131,3,12,0
1,1,3,3,1,1,0
1,1,49,49,2,1,0
1,1,3,3,2,1,0
1,1,6,6,3,1,0
1,1,111,111,2,1,0
1,1,23,16,2,1,1
1,1,2,2,2,1,0
1,1,2,2,2,1,0
7,7,28,14,2,2,0
1,1,2,2,6,1,0
1,1,4,0,2,1,0
10,10,10,9,2,3,0
1,1,2,1,2,1,0
1,1,11,0,2,1,0
1,1,5,4,2,1,0
3,3,45,6,2,3,0
1,1,6,0,2,1,0
4,5,145,5,2,4,0
3,3,36,3,2,2,0
1,1,18,0,0,0,0
2,2,28,16,2,2,0
5,5,29,4,2,4,0
2,2,34,5,2,1,0
5,5,44,10,2,2,0
2,3,31,3,2,2,0
2,2,5,2,2,2,0
18,32,1144,161,2,15,0
1,1,7,3,2,1,0
4,4,121,75,2,4,0
1,1,1,1,2,1,0
9,11,247,22,2,6,0
1,3,74,63,2,2,0
2,2,84,0,2,2,0
3,4,63,17,2,4,0
1,1,2,2,6,1,0
6,7,156,18,2,5,0
3,3,25,4,2,3,0
1,1,12,4,2,1,0
5,6,84,7,2,6,0
3,5,34,5,2,5,0
13,14,28,21,2,6,0
7,7,109,13,6,2,0
1,1,1,1,6,1,0
3,6,48,8,2,5,0
1,1,1,1,2,1,0
3,4,8,8,2,2,0
16,17,626,84,2,13,0
1,1,1,1,1,1,0
1,1,1,1,2,1,0
1,1,4,8,2,1,0
11,13,111,44,2,9,0
1,1,27,0,1,1,0
2,3,21,8,2,2,0
3,3,39,10,2,3,0
2,2,53,12,1,2,0
3,3,92,63,2,3,0
10,18,808,70,2,11,0
2,2,22,5,2,2,0
4,4,36,36,2,4,0
9,10,12,11,2,3,0
18,18,220,224,2,8,0
4,6,80,145,2,4,1
6,7,52,24,2,4,0
15,28,1227,107,2,13,0
2,3,3,3,6,3,0
1,1,3,3,5,1,0
1,1,1,1,2,1,0
1,1,12,0,2,1,0
4,4,8,11,2,4,0
1,1,1,1,2,1,0
6,6,83,65,2,1,0
1,1,71,32,1,1,0
1,1,2,2,2,1,0
5,5,60,18,2,4,0
5,5,94,5,2,4,0
3,3,36,12,2,3,0
1,1,1,1,2,1,0
2,2,10,6,2,2,0
2,2,10,8,2,2,0
2,2,11,0,2,2,0
1,2,7,4,2,2,0
12,12,35,11,2,6,0
1,1,38,38,2,1,1
4,6,43,16,2,5,0
9,10,53,19,2,3,0
2,5,16,0,2,2,0
1,1,22,6,2,1,0
2,2,8,17,2,2,0
2,2,4,4,2,1,0
1,1,17,16,2,1,0
14,14,40,40,2,5,0
4,4,139,11,2,3,1
1,2,119,113,2,2,0
1,1,113,35,2,1,0
3,3,7,5,2,3,0
1,1,1,1,2,1,0
13,17,238,92,2,5,0
1,1,0,45,1,1,0
6,9,104,71,2,2,0
92,139,3604,739,2,43,1
10,10,38,34,2,6,0
1,1,1,1,1,1,0
2,2,4,3,2,2,0
17,25,580,88,2,15,0
1,1,35,16,2,1,0
4,4,23,8,2,4,0
2,2,2,2,2,2,0
1,1,1,1,1,1,0
2,2,14,14,2,2,0
4,6,22,9,2,6,0
6,8,130,13,2,5,0
5,7,10,11,2,6,0
2,5,44,2,2,4,0
1,4,12,17,1,1,0
7,7,52,26,2,4,0
14,19,1386,676,1,4,0
1,1,5,0,1,1,0
1,1,2,0,2,1,0
2,2,17,0,2,2,0
1,1,2,1,2,1,0
1,1,5,1,2,1,0
1,1,22,15,2,1,0
4,5,70,16,2,4,0
1,1,1,1,2,1,0
4,4,20,13,2,3,0
2,2,10,2,2,2,0
2,2,19,4,2,1,0
1,1,9,2,2,1,0
1,1,4,1,2,1,0
2,2,4,2,2,2,0
3,6,37,18,2,2,0
13,15,129,52,2,8,0
4,4,18,4,2,4,1
3,3,98,3,2,1,0
3,3,25,42,2,3,0
1,1,1,1,2,1,0
5,5,11,3,2,5,0
5,6,277,71,2,5,0
6,7,166,40,2,5,0
1,1,5,0,2,1,0
4,4,58,21,2,3,0
1,1,4,3,2,1,0
1,1,24,16,1,1,0
39,78,897,963,2,15,1
1,1,2,0,2,1,0
2,2,157,520,2,1,0
4,7,176,79,2,2,0
2,2,16,14,2,1,0
29,86,3570,4241,2,19,1
34,58,1476,1419,2,6,1
4,4,280,93,2,2,1
1,1,2,3,2,1,0
56,123,4178,947,2,19,1
18,30,73,553,2,9,0
9,13,384,44,1,6,0
49,132,6680,3605,1,25,1
12,16,28,26,1,1,0
3,3,9,2,1,2,0
6,6,132,50,1,1,0
1,1,1,1,1,1,0
1,1,7,22,1,1,0
13,16,248,60,1,4,0
5,5,153,55,1,2,0
84,208,4410,4087,1,43,1
2,2,50,3,1,2,0
3,4,247,111,1,3,0
2,2,19,13,1,2,0
1,1,26,7,1,1,0
1,1,1,2,1,1,0
10,13,589,7,1,5,0
2,3,44,3,1,3,0
1,1,12,9,1,1,0
3,3,77,41,1,2,0
2,2,5,4,1,1,0
4,5,22,25,1,3,0
1,1,13,0,1,1,0
7,12,630,12,1,7,1
4,4,24,12,1,2,0
10,13,60,77,1,9,0
7,11,194,129,1,3,1
4,6,54,6,1,4,0
1,1,21,8,1,1,0
53,116,2278,1302,1,23,0
1,1,17,9,1,1,0
2,2,2,2,1,1,0
14,26,597,647,1,4,0
32,70,3267,938,1,29,0
9,9,27,27,1,7,0
2,2,39,10,1,2,0
4,4,10,4,1,4,0
25,28,171,101,1,12,0
6,8,70,28,1,5,1
1,1,3,3,1,1,0
1,1,4,4,1,1,0
1,1,3,0,1,1,0
1,1,12,3,1,1,0
3,3,6,4,1,3,0
1,1,5,0,1,1,0
1,1,1,1,1,1,0
1,1,7,1,1,1,0
3,4,49,21,1,3,1
1,1,11,3,1,1,0
5,5,25,2,1,3,0
13,18,253,116,1,11,0
3,3,17,5,1,3,0
13,15,107,67,1,9,0
6,8,130,88,1,6,0
1,2,39,37,1,2,0
1,1,25,8,1,1,0
1,1,3,3,1,1,0
1,1,8,2,1,1,0
1,1,0,1,1,1,0
3,3,15,4,1,3,0
2,2,2,2,1,2,0
2,2,4,12,1,1,0
5,5,17,17,1,1,0
1,1,1,1,1,1,0
1,1,3,2,1,1,0
2,2,2,2,1,2,0
13,16,38,39,1,6,0
1,1,6,0,1,1,0
2,3,27,21,1,1,0
1,1,1,1,1,1,0
1,1,22,3,1,1,0
1,1,1,0,1,1,0
2,2,3,2,1,2,0
2,2,3,9,1,2,0
2,2,3,3,1,2,0
1,1,1,1,1,1,0
2,5,25,5,1,3,0
1,1,1,1,1,1,0
1,1,1,1,1,1,0
6,13,114,63,1,6,0
27,33,3608,1413,1,6,0
1,1,55,16,1,1,0
3,3,10,45,1,3,0
1,1,4,1,1,1,0
1,1,2,1,1,1,0
4,4,13,14,1,2,0
4,4,11,14,1,3,0
3,4,57,5,1,3,0
5,5,87,22,1,4,0
2,2,59,49,1,2,0
2,2,16,6,1,2,0
4,4,24,3,1,3,0
2,4,2376,1,1,1,0
2,2,2,2,1,2,0
6,9,149,30,1,4,1
10,14,487,18,1,5,1
1,1,4,0,1,1,0
1,1,1,1,1,1,0
12,18,256,47,1,8,1
14,19,255,91,1,5,0
15,22,203,1379,1,9,1
26,33,176,109,5,10,0
13,18,208,70,1,4,0
1,1,7,7,1,1,1
10,12,73,35,1,3,1
162,449,5473,8082,1,18,1
16,28,30,45,1,4,0
1,1,2,0,1,1,0
1,1,3,1,1,1,0
9,9,367,10,1,5,1
12,19,151,172,1,7,1
2,2,2,1,1,2,0
1,1,5,1,1,1,0
4,7,140,0,0,0,0
19,26,970,90,1,9,1
60,110,2503,1081,1,5,1
10,11,44,66,1,2,1
2,2,2,1,1,2,0
2,2,1,3,1,2,0
12,14,108,28,1,2,1
1,1,12,0,1,1,0
231,959,122555,0,4,36,1
1,1,5,4,5,1,0
1,1,8,1,3,1,0
1,1,15,4,3,1,0
2,2,30,10,4,2,0
1,1,11,8,2,1,0
1,1,53,19,3,1,0
1,1,6,4,2,1,0
1,2,2,0,2,2,0
14,26,19,1551,4,16,0
1,1,2,2,4,1,0
1,1,1,1,3,1,0
4,4,5,5,5,3,0
1,1,22,21,2,1,0
3,3,43,8,4,2,0
2,2,2,12,4,2,0
1,1,1,1,4,1,0
1,1,8,2,3,1,0
1,1,1,1,4,1,0
1,1,1,1,4,1,0
6,11,59,19,4,8,1
4,4,4,4,1,2,0
3,3,21,6,1,3,0
4,5,45,28,4,3,0
2,2,63,31,1,2,0
1,1,1,1,1,1,0
1,1,3,0,4,1,0
12,12,2963,674,1,4,0
1,1,16,9,4,1,0
1,1,45,45,4,1,0
1,2,12,16,4,2,0
2,2,5,15,2,2,0
2,2,13,13,1,2,0
3,3,11,5,1,3,0
2,2,54,27,4,2,1
1,2,31,17,1,1,0
1,2,17,3,1,2,0
1,1,4,3,4,1,0
2,2,25,15,1,1,0
2,2,7,5,1,2,0
1,1,9,6,1,1,0
1,1,7,2,4,1,1
2,2,46,7,4,2,0
3,4,56,47,4,3,0
1,1,1,1,1,1,0
1,1,15,8,2,1,1
1,1,2,2,1,1,0
1,1,107,107,4,1,0
2,2,2,5,4,1,0
1,1,6,0,1,1,0
3,3,4,4,3,2,0
6,6,70,43,4,4,0
4,6,107,13,4,6,0
4,10,686,174,5,4,1
1,1,2,1,1,1,0
4,6,307,492,5,4,1
4,4,14,10,1,4,1
1,1,3,0,3,1,0
22,78,644,180,4,21,1
3,3,19,19,4,3,0
2,2,20,7,1,1,0
18,35,2013,700,4,14,1
20,29,1556,315,4,13,1
3,3,14,1,4,1,0
1,2,36,46,1,1,1
2,5,64,18,1,1,1
9,13,1615,24,5,4,1
19,49,4431,1097,4,18,1
1,1,1,1,4,1,0
5,8,94,26,4,7,0
4,7,11,11,5,2,0
1,1,11,4,1,1,0
1,1,2,2,4,1,0
1,2,8,7,4,2,0
1,1,6,3,3,1,0
2,2,27,2,4,2,0
1,1,1,1,2,1,0
4,4,4,4,4,2,0
1,1,2,1,1,1,0
4,4,6,6,4,4,0
19,25,1,35,4,17,0
5,5,11,5,4,4,0
3,3,18,18,1,1,0
2,2,5,3,2,2,0
1,1,1,1,4,1,0
3,8,21,36,4,7,0
3,3,38,9,4,3,0
2,2,13,6,2,2,0
2,3,8,5,4,2,1
9,9,2579,217,2,2,0
1,1,24,20,1,1,0
1,1,33,11,4,1,0
1,2,17,2,3,2,0
1,2,8,11,1,2,0
1,1,1,1,1,1,0
1,1,6,1,1,1,1
2,6,104,100,4,4,0
1,1,5,1,3,1,0
21,31,24,62,4,14,0
1,1,2,2,1,1,0
9,15,100,14,4,9,1
4,4,47,6,4,4,1
2,2,4,3,4,2,0
1,1,1,0,1,1,0
12,14,206,53,4,10,0
2,2,2,1,4,2,0
28,35,69,400,4,25,0
4,4,18,22,4,4,0
1,2,12,4,1,2,0
1,1,3,10,1,1,0
4,4,43,18,4,3,0
1,1,5,1,1,1,0
1,1,1,1,4,1,0
2,2,9,1,2,2,0
2,2,15,1,1,1,0
39,69,3049,156,5,25,1
4,6,174,59,4,6,0
11,16,911,24,4,8,1
4,9,224,71,4,4,1
2,2,116,1,3,1,1
2,2,18,11,4,2,1
2,3,6,190,1,3,0
1,1,17,8,1,1,0
1,1,11,0,1,1,1
1,1,2,0,1,1,0
3,4,51,8,4,3,0
16,53,4683,498,5,12,1
4,6,11,8,1,4,0
1,1,1,1,1,1,0
2,2,14,7,1,2,0
3,3,3,3,4,1,0
4,4,9,5,4,4,0
11,37,1570,524,4,8,1
11,47,644,337,4,17,1
1,4,18,164,1,3,0
9,29,1538,931,4,7,1
13,39,2144,529,4,6,1
7,9,164,16,4,4,1
3,4,106,51,4,2,1
17,47,2812,213,4,13,1
10,26,899,104,4,7,1
11,34,2950,270,4,5,1
7,12,759,7,4,4,0
5,7,141,16,4,3,1
9,17,1954,28,4,10,1
2,3,5,5,5,2,0
1,1,2,2,2,1,0
2,3,5,3,4,3,0
1,1,12,2,2,1,0
1,1,0,1,4,1,0
1,1,1,1,4,1,0
1,1,6,1,1,1,0
1,1,3,1,3,1,0
5,6,40,8,1,5,0
2,2,26,12,4,2,0
1,2,6,11,4,2,0
1,1,282,121,1,1,0
2,2,15,15,1,1,0
1,1,3,4,1,1,0
12,18,69,5,4,12,0
2,3,843,2,4,1,0
1,1,1,1,4,1,0
3,3,18,5,1,3,0
2,2,26,17,1,2,0
1,1,19,1,4,1,0
5,5,60,28,4,5,0
1,1,5,5,1,1,0
2,2,3,3,4,2,0
3,3,16,5,4,2,0
1,1,34,27,3,1,0
1,1,55,95,4,1,0
1,1,12,9,3,1,1
10,10,55,23,4,8,0
1,1,1,1,4,1,0
2,2,7,2,4,2,0
7,12,318,220,4,7,1
6,8,36,6,4,5,0
20,31,233,176,4,12,1
2,2,14,6,4,2,0
2,2,2,1,4,2,0
6,6,120,13,4,2,0
18,29,449,147,4,10,1
1,1,1,1,1,1,0
2,2,3,3,4,1,0
4,4,33,6,4,3,0
16,47,155,228,4,24,1
3,4,127,6,4,2,1
29,44,229,302,4,20,1
1,1,1,1,1,1,0
10,11,121,99,4,2,0
2,3,6,44,4,2,1
2,3,6,7,4,2,0
1,1,8,0,4,1,1
2,2,39,22,3,2,0
12,14,249,109,4,8,0
1,2,12,55,1,2,0
2,3,409,18,3,2,1
2,3,75,49,4,3,0
5,6,67,59,2,4,1
3,3,23,6,1,3,1
1,2,3,7,1,1,0
3,3,37,79,4,3,0
3,5,11,11,4,4,0
1,1,2,1,4,1,0
11,15,677,51,4,4,1
29,46,2415,1711,4,12,1
6,10,140,85,5,7,1
7,11,1137,14,4,4,0
4,5,109,28,4,4,0
12,16,207,130,4,7,0
6,9,74,16,4,6,1
1,1,4,4,4,1,0
1,1,0,15,1,1,0
2,2,24,6,4,2,0
38,62,531,650,4,11,1
2,2,20,5,1,2,0
6,6,74,14,4,4,0
6,7,94,20,4,4,0
1,1,4,3,4,1,0
10,18,308,326,4,6,0
9,13,265,79,4,7,0
11,21,160,157,4,8,0
58,180,10397,3406,4,11,1
9,13,424,157,4,4,0
3,4,12,23,3,3,0
5,5,41,11,4,2,1
22,36,191,165,4,4,1
10,22,273,625,4,5,1
49,138,5483,2758,5,22,1
3,4,429,1,3,1,0
5,10,273,150,4,5,0
7,11,125,32,4,7,0
1,1,40,0,4,1,0
4,5,50,7,4,4,0
22,65,1140,113,4,3,1
46,162,12321,4912,4,35,1
3,7,655,6,4,2,0
2,2,3,3,4,1,0
4,4,50,23,4,4,0
1,1,6,0,3,1,0
3,7,5,634,4,2,0
1,1,2,3,3,1,0
1,1,0,6,3,1,0
1,1,6,0,3,1,0
1,1,0,6,3,1,0
1,1,6,12,3,1,1
1,1,3,2,3,1,0
3,7,634,5,4,3,1
1,1,1,1,3,1,0
1,1,23,2,2,1,0
1,1,1,0,4,1,0
1,1,2,0,3,1,0
1,1,1,1,2,1,0
1,1,1,1,2,1,0
1,1,5,1,3,1,0
1,1,1,1,4,1,0
11,16,16,25,4,11,0
1,1,23,12,4,1,0
2,2,107,11,4,2,1
1,1,6,2,1,1,0
1,1,78,45,3,1,0
2,2,10,3,3,1,0
1,1,3,3,3,1,0
1,1,21,4,3,1,0
1,6,71,66,3,3,0
1,1,4,4,4,1,0
8,9,526,118,4,7,0
2,2,42,7,4,1,0
15,35,195,193,4,11,1
1,1,1,1,4,1,1
4,7,27,17,4,3,1
1,1,3,1,3,1,1
1,1,1,1,3,1,0
1,1,0,6,3,1,0
2,2,8,2,4,2,1
1,1,3,3,2,1,0
2,2,31,1,4,2,0
1,1,80,43,1,1,0
3,3,19,1,4,3,0
1,1,60,38,4,1,0
2,4,164,80,4,3,1
31,73,555,1085,4,28,1
2,3,32,4,4,3,0
8,10,78,75,3,5,0
11,17,734,456,3,13,1
18,31,2389,323,3,12,1
1,1,2,6,3,1,0
5,6,219,28,3,5,1
1,2,7,2,2,2,0
1,2,3,7,2,2,0
2,2,2,2,3,2,0
1,1,4,0,3,1,0
3,3,24,0,3,2,0
2,2,31,5,3,2,0
3,4,16,38,3,4,0
5,11,35,27,3,4,1
6,6,72,44,3,3,1
8,9,339,162,3,4,1
1,1,1,1,3,1,0
11,15,596,310,3,3,1
11,22,1292,52,3,13,1
4,9,138,214,3,5,1
5,6,233,70,3,3,1
6,7,44,5,3,4,1
16,38,2094,169,3,16,1
2,3,5,6,1,1,0
1,1,1,1,3,1,0
9,20,1072,114,3,7,0
2,2,11,13,2,2,0
7,12,275,152,3,8,0
8,9,91,29,3,7,1
1,1,2,1,1,1,0
1,1,2,0,1,1,0
4,4,39,42,3,4,0
1,1,1,1,1,1,0
2,5,75,56,3,1,0
6,14,226,95,3,5,0
1,1,1,1,3,1,1
9,9,26,8,3,6,0
1,1,4,7,1,1,0
2,3,18,15,3,1,0
3,3,8,4,3,2,1
10,19,1139,588,3,7,1
2,2,8,14,3,2,0
1,1,5,0,2,1,0
2,2,39,23,3,1,1
3,3,140,24,3,2,1
3,3,51,14,3,2,1
1,1,2,2,3,1,0
3,3,4,4,3,3,0
2,2,3,3,3,1,0
6,7,154,43,3,5,1
1,2,18,4,3,2,0
2,3,101,86,3,1,0
7,11,914,26,3,4,1
6,6,30,111,3,3,0
1,1,25,0,0,0,0
2,2,134,0,0,0,0
10,14,378,95,3,10,1
2,3,4,4,4,3,0
1,1,2,1,2,1,0
2,2,2,2,3,2,0
1,1,8,2,3,1,0
1,2,46,52,3,2,0
3,3,12,7,3,3,0
1,1,1,1,2,1,0
2,2,3,3,2,1,0
3,6,546,161,3,3,1
1,1,5,10,3,1,0
1,1,38,13,3,1,0
1,1,1,1,3,1,0
1,1,10,4,3,1,0
6,6,126,31,3,5,1
1,1,1,5,2,1,1
2,2,15,4,2,2,0
15,65,723,788,3,6,0
1,1,9,0,3,1,0
4,5,23,47,3,3,0
6,6,14,11,3,3,0
14,25,132,60,3,9,1
1,1,25,1,2,1,0
2,2,26,4,3,2,0
1,1,1,7,2,1,0
3,3,32,3,3,2,0
1,1,0,9,3,1,0
7,9,165,35,3,3,0
3,4,61,8,3,3,0
1,1,2,0,3,1,0
1,1,7,1,2,1,0
1,1,2,2,3,1,0
2,3,18,318,3,2,0
2,2,4,16,2,1,0
5,6,187,5,3,3,1
2,2,4,1,3,2,0
1,1,1,1,3,1,0
1,1,3,1,3,1,0
1,28,0,2202,2,2,0
1,1,9,11,2,1,0
2,2,11,4,3,1,0
1,1,6,0,3,1,0
1,1,2,1,3,1,0
2,3,3,3,3,1,0
3,4,31,7,3,1,0
1,3,6,6,2,2,1
1,3,186,3,2,1,1
1,1,13,1,3,1,0
43,189,3354,2680,3,53,1
1,1,20,16,2,1,0
1,1,3,12,3,1,0
1,2,345,4,2,1,1
1,1,74,20,2,1,0
4,6,214,5,3,4,0
1,1,4,0,2,1,0
1,1,4,0,2,1,0
1,1,1,1,2,1,0
3,3,11,4,3,2,0
5,8,308,4,3,5,0
2,2,72,15,3,2,0
2,2,10,1,3,2,0
1,1,10,3,2,1,0
1,1,1,0,3,1,0
3,6,134,33,3,4,0
2,3,126,99,3,2,0
2,7,6,12,3,6,0
2,2,4,1,3,1,0
2,3,18,42,3,2,0
1,1,3,3,2,1,1
2,2,37,27,3,2,0
1,1,2,0,2,1,0
1,29,0,2309,1,1,0
2,59,4703,0,0,0,0
1,30,180,2272,3,16,0
1,1,3,0,3,1,0
1,2,2,2,3,2,0
5,5,158,16,3,4,1
1,1,9,10,2,1,0
2,2,3,9,3,2,0
2,2,54,21,2,2,1
5,6,52,52,3,5,0
1,1,60,15,2,1,0
1,1,2,1,3,1,0
1,1,0,27,3,1,0
1,1,4,4,2,1,0
1,1,10,1,2,1,0
1,1,70,8,2,1,0
20,27,400,118,3,12,1
2,3,7,3,3,3,0
4,5,44,41,3,2,0
1,1,65,0,0,0,0
1,1,18,0,1,1,0
3,3,167,3,1,1,0
2,2,52,67,3,2,0
6,7,91,43,3,6,1
1,1,8,0,2,1,0
1,1,1,1,2,1,0
1,1,1,1,3,1,0
7,12,115,67,3,5,1
6,9,207,37,3,4,1
9,14,272,109,3,8,1
3,4,170,14,3,2,1
3,6,68,81,3,3,1
2,4,11,5,3,3,0
23,53,610,563,3,19,1
1,2,89,3,3,1,1
4,6,60,21,3,3,1
2,2,13,2,3,1,0
3,3,33,46,3,3,1
1,1,9,0,3,1,1
2,2,25,19,2,2,0
3,4,47,82,3,2,1
6,11,461,156,3,6,1
1,1,1,3,2,1,0
12,36,888,747,3,9,1
5,14,150,516,3,4,1
7,19,606,309,3,6,1
2,2,2,2,2,2,0
1,1,6,25,3,1,0
1,1,7,0,2,1,0
1,1,6,1,2,1,0
2,5,181,168,3,2,0
3,6,159,100,3,4,0
5,5,184,0,3,1,0
2,2,10,1,2,2,0
1,1,1,1,3,1,0
1,1,6,14,3,1,0
1,1,206,121,2,1,1
2,2,10,1,2,2,0
1,1,13,30,2,1,0
3,3,53,57,3,3,1
10,14,124,30,3,4,1
2,2,56,43,3,2,1
2,2,41,3,3,2,0
1,1,3,3,2,1,0
5,6,88,20,3,3,1
1,1,1,1,2,1,0
2,2,42,0,3,1,0
1,1,0,1,1,1,0
1,1,20,0,1,1,0
4,4,102,83,3,3,0
1,1,1,1,2,1,0
1,1,129,0,3,1,0
1,3,3,6,2,1,0
1,1,3,3,2,1,0
1,1,3,1,2,1,0
3,3,29,11,3,2,1
1,1,1,1,2,1,0
1,1,1,0,2,1,0
2,2,2,4,3,2,0
2,2,8,6,2,1,0
1,1,3,2,1,1,0
1,1,0,3,3,1,0
9,13,582,8,3,3,1
